"","folio","ls","ls00","pid_link"
"17853",4860000,1,1,"0486000001"
"17854",4860000,2,2,"0486000002"
"17855",4860000,3,3,"0486000003"
"17856",4862000,1,1,"0486200001"
"17857",4862000,2,2,"0486200002"
"17858",4862000,3,3,"0486200003"
"17859",4863000,1,1,"0486300001"
"17860",4863000,2,2,"0486300002"
"17861",4863000,3,3,"0486300003"
"17862",4863000,4,4,"0486300004"
"17863",4863000,5,5,"0486300005"
"17864",4863000,6,6,"0486300006"
"17865",4864000,1,1,"0486400001"
"17866",4864000,2,2,"0486400002"
"17867",4865000,1,1,"0486500001"
"17868",4865000,2,2,"0486500002"
"17869",4865000,3,3,"0486500003"
"17870",4866000,1,1,"0486600001"
"17871",4866000,2,2,"0486600002"
"17872",4866100,1,1,"0486610001"
"17873",4866100,2,2,"0486610002"
"17874",4866100,3,3,"0486610003"
"17875",4866200,1,1,"0486620001"
"17876",4866200,2,2,"0486620002"
"17877",4866200,3,3,"0486620003"
"17878",4866200,4,4,"0486620004"
"17879",4867000,1,1,"0486700001"
"17880",4867000,2,2,"0486700002"
"17881",4867000,3,3,"0486700003"
"17882",4867000,4,4,"0486700004"
"17883",4867000,5,5,"0486700005"
"17884",4868000,1,1,"0486800001"
"17885",4868000,2,2,"0486800002"
"17886",4868000,3,3,"0486800003"
"17887",4868000,4,4,"0486800004"
"17888",4869000,1,1,"0486900001"
"17889",4869000,2,2,"0486900002"
"17890",4869000,3,3,""
"17891",4869000,4,4,""
"17892",4869000,5,5,""
"17893",4869000,6,6,""
"17894",4869000,7,7,""
"17895",4869000,8,8,""
"17896",4869000,9,9,""
"17897",4869000,10,10,""
"17898",4869003,1,1,"0486900003"
"17899",4869003,2,2,"0486900008"
"17900",4869003,3,3,"0486900005"
"17901",4869004,1,1,"0486900004"
"17902",4869004,2,2,"0486900009"
"17903",4869004,3,3,"0486900006"
"17904",4869004,4,4,"0486900404"
"17905",4869007,1,1,"0486900007"
"17906",4869007,2,2,"0486900010"
"17907",4872000,1,1,"0487200001"
"17908",4872000,2,2,""
"17909",4872000,3,3,""
"17910",4872000,4,4,"0487200004"
"17911",4872000,5,5,"0487200005"
"17912",4872000,6,6,"0487200006"
"17913",4872000,7,7,"0487200007"
"17914",4872000,8,8,"0487200008"
"17915",4872000,9,9,"0487200009"
"17916",4872002,1,1,"0487200201"
"17917",4872002,2,2,"0487200202"
"17918",4872002,3,3,"0487200203"
"17919",4872002,4,4,"0487200002"
"17920",4872002,5,5,"0487200205"
"17921",4872002,6,6,"0487200206"
"17922",4872002,7,7,"0487200207"
"17923",4872003,1,1,"0487200003"
"17924",4872003,2,2,"0487200302"
"17925",4872003,3,3,"0487200303"
"17926",4873000,1,1,"0487300001"
"17927",4873000,2,2,"0487300002"
"17928",4873000,3,3,""
"17929",4873000,4,4,"0487300004"
"17930",4873000,5,5,"0487300005"
"17931",4873000,6,6,"0487300006"
"17932",4873000,7,7,""
"17933",4873000,8,8,"0487300008"
"17934",4873000,9,9,""
"17935",4873003,1,1,"0487300003"
"17936",4873003,2,2,"0487300009"
"17937",4873003,3,3,"0487300007"
"17938",4874000,1,1,"0487400001"
"17939",4874000,2,2,"0487400002"
"17940",4874000,3,3,"0487400003"
"17941",4874000,4,4,"0487400004"
"17942",4874000,5,5,"0487400005"
"17943",4874000,6,6,"0487400006"
"17944",4874000,7,7,"0487400007"
"17945",4874000,8,8,"0487400008"
"17946",4874000,9,9,"0487400009"
"17947",4876000,1,1,"0487600001"
"17948",4876000,2,2,"0487600002"
"17949",4877000,1,1,"0487700001"
"17950",4877000,2,2,"0487700002"
"17951",4877000,3,3,"0487700003"
"17952",4877000,4,4,"0487700004"
"17953",4879000,1,1,"0487900001"
"17954",4879000,2,2,"0487900002"
"17955",4879000,3,3,"0487900003"
"17956",4880000,1,1,"0488000001"
"17957",4880000,2,2,"0488000002"
"17958",4880000,3,3,"0488000003"
"17959",4880000,4,4,"0488000004"
"17960",4880000,5,5,"0488000005"
"17961",4880000,6,6,"0488000006"
"17962",4882000,1,1,"0488200001"
"17963",4882000,2,2,"0488200002"
"17964",4882000,3,3,"0488200003"
"17965",4882000,4,4,"0488200004"
"17966",4882000,5,5,"0488200005"
"17967",4882000,6,6,"0488200006"
"17968",4883000,1,1,"0488300001"
"17969",4883000,2,2,"0488300002"
"17970",4883000,3,3,"0488300003"
"17971",4883000,4,4,"0488300004"
"17972",4883000,5,5,"0488300005"
"17973",4884000,1,1,"0488400001"
"17974",4884000,2,2,"0488400002"
"17975",4884000,3,3,"0488400003"
"17976",4884000,4,4,"0488400004"
"17977",4884000,5,5,"0488400005"
"17978",4885000,1,1,"0488500001"
"17979",4885000,2,2,"0488500002"
"17980",4885000,3,3,"0488500003"
"17981",4885000,4,4,"0488500004"
"17982",4886000,1,1,"0488600001"
"17983",4886000,2,2,"0488600002"
"17984",4886000,3,3,"0488600003"
"17985",4886000,4,4,"0488600004"
"17986",4886000,5,5,"0488600005"
"17987",4886000,6,6,"0488600006"
"17988",4886000,7,7,"0488600007"
"17989",4886000,8,8,"0488600008"
"17990",4887000,1,1,"0488700001"
"17991",4887000,2,2,"0488700002"
"17992",4887000,3,3,"0488700003"
"17993",4887000,4,4,"0488700004"
"17994",4887000,5,5,"0488700005"
"17995",4887000,6,6,"0488700006"
"17996",4887000,7,7,"0488700007"
"17997",4887000,8,8,"0488700008"
"17998",4887000,9,9,"0488700009"
"17999",4888000,1,1,"0488800001"
"18000",4888000,2,2,"0488800002"
"18001",4888000,3,3,"0488800003"
"18002",4888000,4,4,"0488800004"
"18003",4888000,5,5,"0488800005"
"18004",4889000,1,1,"0488900001"
"18005",4889000,2,2,"0488900002"
"18006",4889000,3,3,"0488900003"
"18007",4889000,4,4,"0488900004"
"18008",4889000,5,5,"0488900005"
"18009",4892000,1,1,"0489200001"
"18010",4892000,2,2,"0489200002"
"18011",4892000,3,3,"0489200003"
"18012",4892000,4,4,"0489200004"
"18013",4892000,5,5,"0489200005"
"18014",4894000,1,1,"0489400001"
"18015",4894000,2,2,"0489400002"
"18016",4894000,3,3,"0489400003"
"18017",4894000,4,4,"0489400004"
"18018",4894000,5,5,"0489400005"
"18019",4895000,1,1,"0489500001"
"18020",4895000,2,2,"0489500002"
"18021",4895000,3,3,"0489500003"
"18022",4895000,4,4,"0489500004"
"18023",4895000,5,5,"0489500005"
"18024",4897000,1,1,"0489700001"
"18025",4897000,2,2,"0489700002"
"18026",4897000,3,3,"0489700003"
"18027",4897000,4,4,"0489700004"
"18028",4900000,1,1,"0490000001"
"18029",4900000,2,2,"0490000002"
"18030",4900000,3,3,"0490000003"
"18031",4900000,4,4,"0490000004"
"18032",4900000,5,5,"0490000005"
"18033",4901000,1,1,"0490100001"
"18034",4901000,2,2,"0490100002"
"18035",4902000,1,1,"0490200001"
"18036",4902000,2,2,"0490200002"
"18037",4902000,3,3,"0490200003"
"18038",4902000,4,4,"0490200004"
"18039",4902000,5,5,"0490200005"
"18040",4902000,6,6,"0490200006"
"18041",4902000,7,7,"0490200007"
"18042",4903000,1,1,"0490300001"
"18043",4903000,2,2,"0490300002"
"18044",4903000,3,3,"0490300003"
"18045",4904000,1,1,"0490400001"
"18046",4905000,1,1,"0490500001"
"18047",4905000,2,2,"0490500002"
"18048",4905000,3,3,"0490500003"
"18049",4905000,4,4,"0490500004"
"18050",4905000,5,5,"0490500005"
"18051",4906000,1,1,"0490600001"
"18052",4908000,1,1,"0490800001"
"18053",4909000,1,1,"0490900001"
"18054",4909000,2,2,"0490900002"
"18055",4909000,3,3,"0490900003"
"18056",4909000,4,4,"0490900004"
"18057",4909000,5,5,"0490900005"
"18058",4909000,6,6,"0490900006"
"18059",4910000,1,1,"0491000001"
"18060",4910000,2,2,"0491000002"
"18061",4910000,3,3,"0491000003"
"18062",4911000,1,1,"0491100001"
"18063",4911000,2,2,"0491100002"
"18064",4911000,3,3,"0491100003"
"18065",4911000,4,4,"0491100004"
"18066",4912000,1,1,"0491200001"
"18067",4912000,2,2,"0491200002"
"18068",4912000,3,3,""
"18069",4912000,4,4,"0491200004"
"18070",4912000,5,5,"0491200005"
"18071",4912000,6,6,"0491200006"
"18072",4912000,7,7,""
"18073",4912000,8,8,""
"18074",4912003,1,1,"0491200003"
"18075",4912003,2,2,"0491200008"
"18076",4912003,3,3,"0491200007"
"18077",4912003,4,4,"0491200304"
"18078",4913000,1,1,"0491300001"
"18079",4913000,2,2,"0491300002"
"18080",4913000,3,3,"0491300003"
"18081",4913000,4,4,"0491300004"
"18082",4913000,5,5,"0491300005"
"18083",4913000,6,6,"0491300006"
"18084",4914000,1,1,"0491400001"
"18085",4914000,2,2,"0491400002"
"18086",4914000,3,3,"0491400003"
"18087",4914000,4,4,"0491400004"
"18088",4914000,5,5,"0491400005"
"18089",4914000,6,6,"0491400006"
"18090",4915000,1,1,"0491500001"
"18091",4915000,2,2,"0491500002"
"18092",4915000,3,3,"0491500003"
"18093",4916000,1,1,"0491600001"
"18094",4916000,2,2,"0491600002"
"18095",4916000,3,3,"0491600003"
"18096",4916000,4,4,"0491600004"
"18097",4917000,1,1,"0491700001"
"18098",4917000,2,2,"0491700002"
"18099",4917000,3,3,""
"18100",4917000,4,4,"0491700004"
"18101",4917003,1,1,"0491700003"
"18102",4917003,2,2,"0491700302"
"18103",4917003,3,3,"0491700303"
"18104",4917003,4,4,"0491700304"
"18105",4918000,1,1,"0491800001"
"18106",4918000,2,2,"0491800002"
"18107",4918000,3,3,"0491800003"
"18108",4918000,4,4,"0491800004"
"18109",4918000,5,5,"0491800005"
"18110",4918000,6,6,"0491800006"
"18111",4918000,7,7,"0491800007"
"18112",4918000,8,8,"0491800008"
"18113",4920000,1,1,"0492000001"
"18114",4921000,1,1,"0492100001"
"18115",4921000,2,2,"0492100002"
"18116",4921000,3,3,"0492100003"
"18117",4921000,4,4,"0492100004"
"18118",4921000,5,5,"0492100005"
"18119",4922000,1,1,"0492200001"
"18120",4922000,2,2,"0492200002"
"18121",4922000,3,3,"0492200003"
"18122",4923000,1,1,"0492300001"
"18123",4923000,2,2,"0492300002"
"18124",4925000,1,1,"0492500001"
"18125",4925000,2,2,"0492500002"
"18126",4925000,3,3,"0492500003"
"18127",4925000,4,4,"0492500004"
"18128",4926000,1,1,"0492600001"
"18129",4926000,2,2,"0492600002"
"18130",4926000,3,3,"0492600003"
"18131",4926000,4,4,"0492600004"
"18132",4928000,1,1,"0492800001"
"18133",4928000,2,2,"0492800002"
"18134",4928000,3,3,"0492800003"
"18135",4928000,4,4,"0492800004"
"18136",4929000,1,1,"0492900001"
"18137",4929000,2,2,"0492900002"
"18138",4930000,1,1,"0493000001"
"18139",4930000,2,2,"0493000002"
"18140",4930000,3,3,"0493000003"
"18141",4930000,4,4,"0493000004"
"18142",4930000,5,5,"0493000005"
"18143",4930000,6,6,"0493000006"
"18144",4931000,1,1,"0493100001"
"18145",4931000,2,2,"0493100002"
"18146",4932000,1,1,"0493200001"
"18147",4932000,2,2,"0493200002"
"18148",4932000,3,3,"0493200003"
"18149",4933000,1,1,"0493300001"
"18150",4933000,2,2,"0493300002"
"18151",4933000,3,3,"0493300003"
"18152",4933000,4,4,"0493300004"
"18153",4933000,5,5,"0493300005"
"18154",4934000,1,1,"0493400001"
"18155",4934000,2,2,"0493400002"
"18156",4934000,3,3,""
"18157",4934003,1,1,"0493400301"
"18158",4934003,2,2,"0493400003"
"18159",4934003,3,3,"0493400303"
"18160",4937000,1,1,"0493700001"
"18161",4937000,2,2,"0493700002"
"18162",4937000,3,3,"0493700003"
"18163",4939000,1,1,"0493900001"
"18164",4939000,2,2,"0493900002"
"18165",4939000,3,3,"0493900003"
"18166",4939000,4,4,"0493900004"
"18167",4939000,5,5,"0493900005"
"18168",4939000,6,6,"0493900006"
"18169",4939000,7,7,"0493900007"
"18170",4940000,1,1,"0494000001"
"18171",4940000,2,2,"0494000002"
"18172",4941000,1,1,"0494100001"
"18173",4941000,2,2,"0494100002"
"18174",4942000,1,1,"0494200001"
"18175",4942000,2,2,"0494200002"
"18176",4942000,3,3,"0494200003"
"18177",4942000,4,4,""
"18178",4942000,5,5,"0494200005"
"18179",4942000,6,6,"0494200006"
"18180",4942004,1,1,"0494200401"
"18181",4942004,2,2,"0494200004"
"18182",4942004,3,3,"0494200403"
"18183",4943000,1,1,"0494300001"
"18184",4943000,2,2,"0494300002"
"18185",4944000,1,1,"0494400001"
"18186",4944000,2,2,"0494400002"
"18187",4944000,3,3,"0494400003"
"18188",4944000,4,4,"0494400004"
"18189",4944000,5,5,"0494400005"
"18190",4944000,6,6,"0494400006"
"18191",4944000,7,7,"0494400007"
"18192",4946000,1,1,"0494600001"
"18193",4946000,2,2,"0494600002"
"18194",4947000,1,1,"0494700001"
"18195",4947000,2,2,"0494700002"
"18196",4947000,3,3,"0494700003"
"18197",4947000,4,4,"0494700004"
"18198",4947000,5,5,"0494700005"
"18199",4947000,6,6,"0494700006"
"18200",4947000,7,7,"0494700007"
"18201",4949000,1,1,"0494900001"
"18202",4949000,2,2,"0494900002"
"18203",4949000,3,3,"0494900003"
"18204",4949000,4,4,""
"18205",4949000,5,5,"0494900005"
"18206",4949000,6,6,"0494900006"
"18207",4949000,7,7,"0494900007"
"18208",4949000,8,8,""
"18209",4949000,9,9,"0494900009"
"18210",4949004,1,1,"0494900401"
"18211",4949004,2,2,"0494900004"
"18212",4949004,3,3,"0494900008"
"18213",4949004,4,4,"0494900404"
"18214",4950000,1,1,"0495000001"
"18215",4950000,2,2,"0495000002"
"18216",4950000,3,3,"0495000003"
"18217",4950000,4,4,"0495000004"
"18218",4952000,1,1,"0495200001"
"18219",4952000,2,2,"0495200002"
"18220",4952000,3,3,"0495200003"
"18221",4952000,4,4,"0495200004"
"18222",4952000,5,5,"0495200005"
"18223",4954000,1,1,"0495400001"
"18224",4954000,2,2,"0495400002"
"18225",4956000,1,1,"0495600001"
"18226",4956000,2,2,"0495600002"
"18227",4956000,3,3,"0495600003"
"18228",4957000,1,1,"0495700001"
"18229",4957000,2,2,"0495700002"
"18230",4957000,3,3,"0495700003"
"18231",4958000,1,1,"0495800001"
"18232",4958000,2,2,"0495800002"
"18233",4958000,3,3,""
"18234",4958000,4,4,"0495800004"
"18235",4958000,5,5,"0495800005"
"18236",4958000,6,6,"0495800006"
"18237",4958000,7,7,"0495800007"
"18238",4958000,8,8,"0495800008"
"18239",4958003,1,1,"0495800301"
"18240",4958003,2,2,"0495800003"
"18241",4958003,3,3,"0495800303"
"18242",4960000,1,1,"0496000001"
"18243",4960000,2,2,"0496000002"
"18244",4960000,3,3,"0496000003"
"18245",4960000,4,4,"0496000004"
"18246",4961000,1,1,"0496100001"
"18247",4961000,2,2,"0496100002"
"18248",4961000,3,3,"0496100003"
"18249",4961000,4,4,"0496100004"
"18250",4961000,5,5,"0496100005"
"18251",4961000,6,6,"0496100006"
"18252",4962000,1,1,"0496200001"
"18253",4962000,2,2,"0496200002"
"18254",4962000,3,3,"0496200003"
"18255",4962000,4,4,"0496200004"
"18256",4962000,5,5,"0496200005"
"18257",4962000,6,6,"0496200006"
"18258",4962000,7,7,"0496200007"
"18259",4962000,8,8,"0496200008"
"18260",4962000,9,9,"0496200009"
"18261",4962000,10,10,"0496200010"
"18262",4962000,11,11,"0496200011"
"18263",4962000,12,12,"0496200012"
"18264",4962000,13,13,"0496200013"
"18265",4963000,1,1,"0496300001"
"18266",4963000,2,2,"0496300002"
"18267",4963000,3,3,"0496300003"
"18268",4964000,1,1,"0496400001"
"18269",4964000,2,2,"0496400002"
"18270",4964000,3,3,"0496400003"
"18271",4964000,4,4,"0496400004"
"18272",4964000,5,5,"0496400005"
"18273",4966000,1,1,"0496600001"
"18274",4966000,2,2,"0496600002"
"18275",4966000,3,3,"0496600003"
"18276",4966000,4,4,"0496600004"
"18277",4966000,5,5,"0496600005"
"18278",4966000,6,6,"0496600006"
"18279",4966000,7,7,"0496600007"
"18280",4967000,1,1,"0496700001"
"18281",4968000,1,1,"0496800001"
"18282",4968000,2,2,"0496800002"
"18283",4968000,3,3,"0496800003"
"18284",4968000,4,4,"0496800004"
"18285",4968000,5,5,"0496800005"
"18286",4968000,6,6,"0496800006"
"18287",4968000,7,7,"0496800007"
"18288",4968000,8,8,"0496800008"
"18289",4968000,9,9,"0496800009"
"18290",4968000,10,10,"0496800010"
"18291",4968000,11,11,""
"18292",4968000,12,12,"0496800012"
"18293",4968011,1,1,"0496801101"
"18294",4968011,2,2,"0496800011"
"18295",4968011,3,3,"0496801103"
"18296",4968011,4,4,"0496801104"
"18297",4969000,1,1,"0496900001"
"18298",4969000,2,2,"0496900002"
"18299",4969000,3,3,"0496900003"
"18300",4969000,4,4,"0496900004"
"18301",4969000,5,5,"0496900005"
"18302",4969000,6,6,"0496900006"
"18303",4969000,7,7,"0496900007"
"18304",4969000,8,8,"0496900008"
"18305",4970000,1,1,"0497000001"
"18306",4970000,2,2,"0497000002"
"18307",4970000,3,3,"0497000003"
"18308",4970000,4,4,"0497000004"
"18309",4970000,5,5,"0497000005"
"18310",4970000,6,6,"0497000006"
"18311",4971000,1,1,"0497100001"
"18312",4971000,2,2,"0497100002"
"18313",4971000,3,3,""
"18314",4971000,4,4,"0497100004"
"18315",4971000,5,5,""
"18316",4971000,6,6,"0497100006"
"18317",4971000,7,7,"0497100007"
"18318",4971003,1,1,"0497100301"
"18319",4971003,2,2,"0497100003"
"18320",4971003,3,3,"0497100303"
"18321",4971003,4,4,"0497100304"
"18322",4971005,1,1,"0497100501"
"18323",4971005,2,2,"0497100005"
"18324",4971005,3,3,"0497100503"
"18325",4972000,1,1,"0497200001"
"18326",4972000,2,2,"0497200002"
"18327",4973000,1,1,"0497300001"
"18328",4973000,2,2,"0497300002"
"18329",4973000,3,3,"0497300003"
"18330",4974000,1,1,"0497400001"
"18331",4974000,2,2,"0497400002"
"18332",4974000,3,3,"0497400003"
"18333",4974000,4,4,"0497400004"
"18334",4975000,1,1,"0497500001"
"18335",4975000,2,2,"0497500002"
"18336",4975000,3,3,"0497500003"
"18337",4975000,4,4,"0497500004"
"18338",4975000,5,5,"0497500005"
"18339",4976000,1,1,"0497600001"
"18340",4976000,2,2,"0497600002"
"18341",4976100,1,1,"0497610001"
"18342",4976100,2,2,"0497610002"
"18343",4976100,3,3,"0497610003"
"18344",4976200,1,1,"0497620001"
"18345",4976200,2,2,"0497620002"
"18346",4976200,3,3,"0497620003"
"18347",4976200,4,4,"0497620004"
"18348",4976200,5,5,"0497620005"
"18349",4976300,1,1,"0497630001"
"18350",4976300,2,2,"0497630002"
"18351",4976300,3,3,"0497630003"
"18352",4977000,1,1,"0497700001"
"18353",4977000,2,2,"0497700002"
"18354",4977000,3,3,"0497700003"
"18355",4977000,4,4,"0497700004"
"18356",4977000,5,5,"0497700005"
"18357",4978000,1,1,"0497800001"
"18358",4978000,2,2,"0497800002"
"18359",4978000,3,3,"0497800003"
"18360",4978000,4,4,"0497800004"
"18361",4978000,5,5,"0497800005"
"18362",4978000,6,6,"0497800006"
"18363",4978000,7,7,"0497800007"
"18364",4978000,8,8,"0497800008"
"18365",4978000,9,9,"0497800009"
"18366",4979000,1,1,"0497900001"
"18367",4979000,2,2,"0497900002"
"18368",4980000,1,1,"0498000001"
"18369",4981000,1,1,"0498100001"
"18370",4981000,2,2,"0498100002"
"18371",4981000,3,3,"0498100003"
"18372",4981000,4,4,"0498100004"
"18373",4981000,5,5,"0498100005"
"18374",4981000,6,6,"0498100006"
"18375",4982000,1,1,"0498200001"
"18376",4982000,2,2,"0498200002"
"18377",4982000,3,3,"0498200003"
"18378",4983000,1,1,"0498300001"
"18379",4983000,2,2,"0498300002"
"18380",4983000,3,3,"0498300003"
"18381",4983000,4,4,"0498300004"
"18382",4983000,5,5,"0498300005"
"18383",4984000,1,1,"0498400001"
"18384",4984000,2,2,"0498400002"
"18385",4984000,3,3,"0498400003"
"18386",4984000,4,4,"0498400004"
"18387",4984000,5,5,"0498400005"
"18388",4988000,1,1,"0498800001"
"18389",4988000,2,2,"0498800002"
"18390",4988000,3,3,"0498800003"
"18391",4988000,4,4,"0498800004"
"18392",4988000,5,5,"0498800005"
"18393",4988000,6,6,"0498800006"
"18394",4989000,1,1,"0498900001"
"18395",4989000,2,2,"0498900002"
"18396",4989000,3,3,"0498900003"
"18397",4990000,1,1,"0499000001"
"18398",4990000,2,2,"0499000002"
"18399",4990000,3,3,"0499000003"
"18400",4990000,4,4,""
"18401",4990004,1,1,"0499000004"
"18402",4990004,2,2,"0499000402"
"18403",4990004,3,3,"0499000403"
"18404",4995000,1,1,"0499500001"
"18405",4995000,2,2,"0499500002"
"18406",4995000,3,3,"0499500003"
"18407",4996000,1,1,"0499600001"
"18408",4996000,2,2,"0499600002"
"18409",4996000,3,3,"0499600003"
"18410",4996000,4,4,"0499600004"
"18411",4996000,5,5,"0499600005"
"18412",4996000,6,6,"0499600006"
"18413",4996000,7,7,"0499600007"
"18414",4996000,8,8,"0499600008"
"18415",4996000,9,9,"0499600009"
"18416",4997000,1,1,"0499700001"
"18417",4997000,2,2,"0499700002"
"18418",4997000,3,3,"0499700003"
"18419",4997000,4,4,"0499700004"
"18420",4997000,5,5,"0499700005"
"18421",4997000,6,6,"0499700006"
"18422",4997000,7,7,"0499700007"
"18423",4997000,8,8,"0499700008"
"18424",4998000,1,1,"0499800001"
"18425",4998000,2,2,"0499800002"
"18426",4998000,3,3,"0499800003"
"18427",4998000,4,4,"0499800004"
"18428",4998000,5,5,"0499800005"
"18429",4999000,1,1,"0499900001"
"18430",4999000,2,2,"0499900002"
"18431",4999100,1,1,"0499910001"
"18432",4999100,2,2,"0499910002"
"18433",4999100,3,3,"0499910003"
"18434",4999100,4,4,"0499910004"
"18435",4999100,5,5,"0499910005"
"18436",4999100,6,6,"0499910006"
"18437",4999100,7,7,"0499910007"
"18438",4999100,8,8,"0499910008"
"18439",5e+06,1,1,"0500000001"
"18440",5e+06,2,2,"0500000002"
"18441",5e+06,3,3,"0500000003"
"18442",5e+06,4,4,"0500000004"
"18443",5e+06,5,5,"0500000005"
"18444",5e+06,6,6,"0500000006"
"18445",5001000,1,1,"0500100001"
"18446",5001000,2,2,"0500100002"
"18447",5001000,3,3,"0500100003"
"18448",5001000,4,4,"0500100004"
"18449",5001000,5,5,"0500100005"
"18450",5001000,6,6,"0500100006"
"18451",5001000,7,7,"0500100007"
"18452",5001000,8,8,"0500100008"
"18453",5002000,1,1,"0500200001"
"18454",5002000,2,2,"0500200002"
"18455",5002000,3,3,"0500200003"
"18456",5002000,4,4,"0500200004"
"18457",5002000,5,5,"0500200005"
"18458",5003000,1,1,"0500300001"
"18459",5003000,2,2,"0500300002"
"18460",5003000,3,3,"0500300003"
"18461",5003000,4,4,"0500300004"
"18462",5003000,5,5,"0500300005"
"18463",5003000,6,6,"0500300006"
"18464",5003000,7,7,"0500300007"
"18465",5003000,8,8,"0500300008"
"18466",5004000,1,1,"0500400001"
"18467",5004000,2,2,"0500400002"
"18468",5004000,3,3,"0500400003"
"18469",5004000,4,4,"0500400004"
"18470",5004000,5,5,"0500400005"
"18471",5004000,6,6,"0500400006"
"18472",5004000,7,7,"0500400007"
"18473",5005000,1,1,"0500500001"
"18474",5005000,2,2,"0500500002"
"18475",5005000,3,3,"0500500003"
"18476",5005000,4,4,"0500500004"
"18477",5005000,5,5,"0500500005"
"18478",5005000,6,6,"0500500006"
"18479",5005000,7,7,"0500500007"
"18480",5006000,1,1,"0500600001"
"18481",5006000,2,2,"0500600002"
"18482",5006000,3,3,"0500600003"
"18483",5006000,4,4,"0500600004"
"18484",5006000,5,5,"0500600005"
"18485",5007000,1,1,"0500700001"
"18486",5007000,2,2,"0500700002"
"18487",5007000,3,3,"0500700003"
"18488",5007000,4,4,"0500700004"
"18489",5007000,5,5,"0500700005"
"18490",5007000,6,6,"0500700006"
"18491",5007000,7,7,"0500700007"
"18492",5007000,8,8,"0500700008"
"18493",5007000,9,9,"0500700009"
"18494",5007000,10,10,"0500700010"
"18495",5007000,11,11,"0500700011"
"18496",5007000,12,12,"0500700012"
"18497",5007000,13,13,"0500700013"
"18498",5007000,14,14,"0500700014"
"18499",5007000,15,15,"0500700015"
"18500",5007000,16,16,"0500700016"
"18501",5007000,17,17,"0500700017"
"18502",5008000,1,1,"0500800001"
"18503",5008000,2,2,"0500800002"
"18504",5008000,3,3,"0500800003"
"18505",5008000,4,4,"0500800004"
"18506",5008000,5,5,"0500800005"
"18507",5008000,6,6,"0500800006"
"18508",5008000,7,7,"0500800007"
"18509",5008000,8,8,"0500800008"
"18510",5008000,9,9,"0500800009"
"18511",5008000,10,10,"0500800010"
"18512",5009000,1,1,"0500900001"
"18513",5009000,2,2,"0500900002"
"18514",5009000,3,3,"0500900003"
"18515",5009000,4,4,"0500900004"
"18516",5009000,5,5,"0500900005"
"18517",5009000,6,6,"0500900006"
"18518",5009000,7,7,"0500900007"
"18519",5009000,8,8,"0500900008"
"18520",5009000,9,9,"0500900009"
"18521",5009000,10,10,"0500900010"
"18522",5009000,11,11,"0500900011"
"18523",5009000,12,12,"0500900012"
"18524",5009000,13,13,"0500900013"
"18525",5010000,1,1,"0501000001"
"18526",5010000,2,2,"0501000002"
"18527",5011000,1,1,"0501100001"
"18528",5011000,2,2,"0501100002"
"18529",5012000,1,1,"0501200001"
"18530",5012000,2,2,"0501200002"
"18531",5012000,3,3,"0501200003"
"18532",5012000,4,4,"0501200004"
"18533",5012000,5,5,"0501200005"
"18534",5012000,6,6,"0501200006"
"18535",5012000,7,7,"0501200007"
"18536",5013000,1,1,"0501300001"
"18537",5013000,2,2,"0501300002"
"18538",5013000,3,3,"0501300003"
"18539",5013000,4,4,"0501300004"
"18540",5013000,5,5,"0501300005"
"18541",5013000,6,6,"0501300006"
"18542",5013000,7,7,"0501300007"
"18543",5014000,1,1,"0501400001"
"18544",5014000,2,2,"0501400002"
"18545",5014000,3,3,"0501400003"
"18546",5014000,4,4,"0501400004"
"18547",5014000,5,5,"0501400005"
"18548",5014000,6,6,"0501400006"
"18549",5014000,7,7,"0501400007"
"18550",5014000,8,8,"0501400008"
"18551",5014000,9,9,"0501400009"
"18552",5014000,10,10,"0501400010"
"18553",5014000,11,11,"0501400011"
"18554",5015000,1,1,"0501500001"
"18555",5015000,2,2,"0501500002"
"18556",5015000,3,3,"0501500003"
"18557",5015000,4,4,"0501500004"
"18558",5015000,5,5,"0501500005"
"18559",5015000,6,6,"0501500006"
"18560",5015000,7,7,"0501500007"
"18561",5015000,8,8,"0501500008"
"18562",5015000,9,9,"0501500009"
"18563",5016000,1,1,"0501600001"
"18564",5016000,2,2,"0501600002"
"18565",5016000,3,3,"0501600003"
"18566",5016000,4,4,"0501600004"
"18567",5016000,5,5,"0501600005"
"18568",5016000,6,6,"0501600006"
"18569",5017000,1,1,"0501700001"
"18570",5017000,2,2,"0501700002"
"18571",5017000,3,3,"0501700003"
"18572",5017000,4,4,"0501700004"
"18573",5017000,5,5,"0501700005"
"18574",5017000,6,6,"0501700006"
"18575",5017000,7,7,"0501700007"
"18576",5017000,8,8,"0501700008"
"18577",5017000,9,9,"0501700009"
"18578",5017000,10,10,"0501700010"
"18579",5017000,11,11,"0501700011"
"18580",5017000,12,12,"0501700012"
"18581",5019000,1,1,"0501900001"
"18582",5019000,2,2,"0501900002"
"18583",5019000,3,3,"0501900003"
"18584",5019000,4,4,"0501900004"
"18585",5019000,5,5,"0501900005"
"18586",5019000,6,6,"0501900006"
"18587",5019000,7,7,"0501900007"
"18588",5020000,1,1,"0502000001"
"18589",5020000,2,2,"0502000002"
"18590",5020000,3,3,"0502000003"
"18591",5020000,4,4,"0502000004"
"18592",5020000,5,5,"0502000005"
"18593",5020000,6,6,"0502000006"
"18594",5020000,7,7,"0502000007"
