Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:44:53 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
30 Veracruz de ignacio de la llave,093 Jilotepec,332    Fabricación de productos metálicos ,30,29,1,
30 Veracruz de ignacio de la llave,093 Jilotepec,337    Fabricación de muebles colchones y persianas ,9,9,0,
20 Oaxaca,093 San andrés lagunas,311    Industria alimentaria ,2,2,0,
20 Oaxaca,093 San andrés lagunas,313    Fabricación de insumos textiles y acabado de textiles ,1,0,1,
20 Oaxaca,093 San andrés lagunas,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
07 Chiapas,093 Tenejapa,311    Industria alimentaria ,30,26,4,
07 Chiapas,093 Tenejapa,314    Fabricación de productos textiles excepto prendas de vestir ,18,9,9,
07 Chiapas,093 Tenejapa,321    Industria de la madera ,2,2,0,
07 Chiapas,093 Tenejapa,327    Fabricación de productos a base de minerales no metálicos ,3,3,0,
07 Chiapas,093 Tenejapa,332    Fabricación de productos metálicos ,3,3,0,
07 Chiapas,093 Tenejapa,337    Fabricación de muebles colchones y persianas ,2,2,0,
14 Jalisco,093 Tepatitlán de morelos,311    Industria alimentaria ,1743,1189,554,
14 Jalisco,093 Tepatitlán de morelos,312    Industria de las bebidas y del tabaco ,839,799,40,
14 Jalisco,093 Tepatitlán de morelos,313    Fabricación de insumos textiles y acabado de textiles ,2,0,2,
14 Jalisco,093 Tepatitlán de morelos,314    Fabricación de productos textiles excepto prendas de vestir ,392,156,236,
14 Jalisco,093 Tepatitlán de morelos,315    Fabricación de prendas de vestir ,1097,206,891,
14 Jalisco,093 Tepatitlán de morelos,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,30,14,16,
14 Jalisco,093 Tepatitlán de morelos,321    Industria de la madera ,69,66,3,
14 Jalisco,093 Tepatitlán de morelos,323    Impresión e industrias conexas ,86,63,23,
14 Jalisco,093 Tepatitlán de morelos,325    Industria química ,193,94,99,
14 Jalisco,093 Tepatitlán de morelos,326    Industria del plástico y del hule ,10,9,1,
14 Jalisco,093 Tepatitlán de morelos,327    Fabricación de productos a base de minerales no metálicos ,107,84,23,
14 Jalisco,093 Tepatitlán de morelos,332    Fabricación de productos metálicos ,482,443,39,
14 Jalisco,093 Tepatitlán de morelos,333    Fabricación de maquinaria y equipo ,381,369,12,
14 Jalisco,093 Tepatitlán de morelos,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,11,10,1,
14 Jalisco,093 Tepatitlán de morelos,336    Fabricación de equipo de transporte ,31,29,2,
14 Jalisco,093 Tepatitlán de morelos,337    Fabricación de muebles colchones y persianas ,214,126,88,
14 Jalisco,093 Tepatitlán de morelos,339    Otras industrias manufactureras ,70,30,40,
15 México,093 Tepetlaoxtoc,311    Industria alimentaria ,53,36,17,
15 México,093 Tepetlaoxtoc,313    Fabricación de insumos textiles y acabado de textiles ,2,2,0,
15 México,093 Tepetlaoxtoc,315    Fabricación de prendas de vestir ,26,5,21,
15 México,093 Tepetlaoxtoc,321    Industria de la madera ,20,17,3,
15 México,093 Tepetlaoxtoc,322    Industria del papel ,219,123,96,
15 México,093 Tepetlaoxtoc,323    Impresión e industrias conexas ,2,1,1,
15 México,093 Tepetlaoxtoc,326    Industria del plástico y del hule ,7,6,1,
15 México,093 Tepetlaoxtoc,327    Fabricación de productos a base de minerales no metálicos ,25,20,5,
15 México,093 Tepetlaoxtoc,332    Fabricación de productos metálicos ,12,12,0,
15 México,093 Tepetlaoxtoc,333    Fabricación de maquinaria y equipo ,4,3,1,
31 Yucatán,093 Tixkokob,311    Industria alimentaria ,85,47,38,
31 Yucatán,093 Tixkokob,312    Industria de las bebidas y del tabaco ,5,3,2,
31 Yucatán,093 Tixkokob,314    Fabricación de productos textiles excepto prendas de vestir ,220,132,88,
31 Yucatán,093 Tixkokob,315    Fabricación de prendas de vestir ,1322,546,776,
31 Yucatán,093 Tixkokob,321    Industria de la madera ,17,17,0,
31 Yucatán,093 Tixkokob,332    Fabricación de productos metálicos ,32,31,1,
31 Yucatán,093 Tixkokob,336    Fabricación de equipo de transporte ,1,1,0,
31 Yucatán,093 Tixkokob,337    Fabricación de muebles colchones y persianas ,36,34,2,
31 Yucatán,093 Tixkokob,339    Otras industrias manufactureras ,2,1,1,
16 Michoacán de ocampo,093 Tlalpujahua,311    Industria alimentaria ,56,30,26,
16 Michoacán de ocampo,093 Tlalpujahua,323    Impresión e industrias conexas ,2,2,0,
16 Michoacán de ocampo,093 Tlalpujahua,327    Fabricación de productos a base de minerales no metálicos ,683,244,439,
16 Michoacán de ocampo,093 Tlalpujahua,332    Fabricación de productos metálicos ,18,18,0,
16 Michoacán de ocampo,093 Tlalpujahua,337    Fabricación de muebles colchones y persianas ,18,17,1,
16 Michoacán de ocampo,093 Tlalpujahua,339    Otras industrias manufactureras ,313,135,178,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,311    Industria alimentaria ,174,103,71,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,312    Industria de las bebidas y del tabaco ,23,19,4,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,315    Fabricación de prendas de vestir ,7,3,4,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,321    Industria de la madera ,2,2,0,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,322    Industria del papel ,4,1,3,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,323    Impresión e industrias conexas ,5,4,1,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,327    Fabricación de productos a base de minerales no metálicos ,5,5,0,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,332    Fabricación de productos metálicos ,27,26,1,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,336    Fabricación de equipo de transporte ,2,2,0,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,337    Fabricación de muebles colchones y persianas ,8,8,0,
30 Veracruz de ignacio de la llave,094 Juan rodríguez clara,339    Otras industrias manufactureras ,7,3,4,
21 Puebla,094 Libres,311    Industria alimentaria ,187,103,84,
21 Puebla,094 Libres,312    Industria de las bebidas y del tabaco ,14,13,1,
21 Puebla,094 Libres,315    Fabricación de prendas de vestir ,125,54,71,
21 Puebla,094 Libres,321    Industria de la madera ,1,1,0,
21 Puebla,094 Libres,323    Impresión e industrias conexas ,12,5,7,
21 Puebla,094 Libres,327    Fabricación de productos a base de minerales no metálicos ,33,27,6,
21 Puebla,094 Libres,332    Fabricación de productos metálicos ,41,37,4,
21 Puebla,094 Libres,333    Fabricación de maquinaria y equipo ,1,0,1,
21 Puebla,094 Libres,337    Fabricación de muebles colchones y persianas ,5,4,1,
21 Puebla,094 Libres,339    Otras industrias manufactureras ,7,2,5,
20 Oaxaca,094 San andrés nuxiño,311    Industria alimentaria ,4,4,0,
20 Oaxaca,094 San andrés nuxiño,314    Fabricación de productos textiles excepto prendas de vestir ,4,2,2,
07 Chiapas,094 Teopisca,311    Industria alimentaria ,145,44,101,
07 Chiapas,094 Teopisca,312    Industria de las bebidas y del tabaco ,28,19,9,
07 Chiapas,094 Teopisca,314    Fabricación de productos textiles excepto prendas de vestir ,3,0,3,
07 Chiapas,094 Teopisca,315    Fabricación de prendas de vestir ,25,6,19,
07 Chiapas,094 Teopisca,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,31,26,5,
07 Chiapas,094 Teopisca,321    Industria de la madera ,51,51,0,
07 Chiapas,094 Teopisca,327    Fabricación de productos a base de minerales no metálicos ,18,13,5,
07 Chiapas,094 Teopisca,332    Fabricación de productos metálicos ,29,29,0,
07 Chiapas,094 Teopisca,337    Fabricación de muebles colchones y persianas ,26,26,0,
07 Chiapas,094 Teopisca,339    Otras industrias manufactureras ,8,4,4,
15 México,094 Tepetlixpa,311    Industria alimentaria ,55,36,19,
15 México,094 Tepetlixpa,315    Fabricación de prendas de vestir ,14,7,7,
15 México,094 Tepetlixpa,321    Industria de la madera ,4,4,0,
15 México,094 Tepetlixpa,327    Fabricación de productos a base de minerales no metálicos ,7,6,1,
15 México,094 Tepetlixpa,332    Fabricación de productos metálicos ,17,17,0,
15 México,094 Tepetlixpa,337    Fabricación de muebles colchones y persianas ,4,4,0,
15 México,094 Tepetlixpa,339    Otras industrias manufactureras ,3,1,2,
14 Jalisco,094 Tequila,311    Industria alimentaria ,226,83,143,
14 Jalisco,094 Tequila,312    Industria de las bebidas y del tabaco ,1005,843,162,
14 Jalisco,094 Tequila,315    Fabricación de prendas de vestir ,12,1,11,
14 Jalisco,094 Tequila,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,24,12,12,
14 Jalisco,094 Tequila,321    Industria de la madera ,78,72,6,
14 Jalisco,094 Tequila,322    Industria del papel ,9,3,6,
14 Jalisco,094 Tequila,323    Impresión e industrias conexas ,4,3,1,
14 Jalisco,094 Tequila,326    Industria del plástico y del hule ,2,2,0,
14 Jalisco,094 Tequila,327    Fabricación de productos a base de minerales no metálicos ,34,31,3,
14 Jalisco,094 Tequila,332    Fabricación de productos metálicos ,168,146,22,
14 Jalisco,094 Tequila,333    Fabricación de maquinaria y equipo ,10,9,1,
14 Jalisco,094 Tequila,337    Fabricación de muebles colchones y persianas ,48,45,3,
14 Jalisco,094 Tequila,339    Otras industrias manufactureras ,25,9,16,
31 Yucatán,094 Tixmehuac,311    Industria alimentaria ,34,7,27,
31 Yucatán,094 Tixmehuac,312    Industria de las bebidas y del tabaco ,2,0,2,
31 Yucatán,094 Tixmehuac,314    Fabricación de productos textiles excepto prendas de vestir ,202,28,174,
31 Yucatán,094 Tixmehuac,315    Fabricación de prendas de vestir ,16,1,15,
31 Yucatán,094 Tixmehuac,337    Fabricación de muebles colchones y persianas ,2,2,0,
16 Michoacán de ocampo,094 Tlazazalca,311    Industria alimentaria ,43,25,18,
16 Michoacán de ocampo,094 Tlazazalca,312    Industria de las bebidas y del tabaco ,6,6,0,
16 Michoacán de ocampo,094 Tlazazalca,315    Fabricación de prendas de vestir ,6,2,4,
16 Michoacán de ocampo,094 Tlazazalca,321    Industria de la madera ,5,5,0,
16 Michoacán de ocampo,094 Tlazazalca,325    Industria química ,5,0,5,
16 Michoacán de ocampo,094 Tlazazalca,332    Fabricación de productos metálicos ,13,13,0,
16 Michoacán de ocampo,094 Tlazazalca,337    Fabricación de muebles colchones y persianas ,1,1,0,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,311    Industria alimentaria ,106,70,36,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,312    Industria de las bebidas y del tabaco ,8,8,0,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,314    Fabricación de productos textiles excepto prendas de vestir ,2,0,2,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,315    Fabricación de prendas de vestir ,15,5,10,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,321    Industria de la madera ,28,27,1,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,322    Industria del papel ,3,1,2,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,332    Fabricación de productos metálicos ,12,12,0,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,337    Fabricación de muebles colchones y persianas ,11,10,1,
30 Veracruz de ignacio de la llave,095 Juchique de ferrer,339    Otras industrias manufactureras ,2,0,2,
21 Puebla,095 La magdalena tlatlauquitepec,311    Industria alimentaria ,4,1,3,
21 Puebla,095 La magdalena tlatlauquitepec,321    Industria de la madera ,10,10,0,
21 Puebla,095 La magdalena tlatlauquitepec,327    Fabricación de productos a base de minerales no metálicos ,2,1,1,
21 Puebla,095 La magdalena tlatlauquitepec,332    Fabricación de productos metálicos ,2,1,1,
20 Oaxaca,095 San andrés paxtlán,311    Industria alimentaria ,25,21,4,
20 Oaxaca,095 San andrés paxtlán,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
20 Oaxaca,095 San andrés paxtlán,337    Fabricación de muebles colchones y persianas ,22,21,1,
15 México,095 Tepotzotlán,311    Industria alimentaria ,2991,2085,906,
15 México,095 Tepotzotlán,312    Industria de las bebidas y del tabaco ,36,21,15,
15 México,095 Tepotzotlán,313    Fabricación de insumos textiles y acabado de textiles ,2155,1412,743,
15 México,095 Tepotzotlán,314    Fabricación de productos textiles excepto prendas de vestir ,1524,272,1252,
15 México,095 Tepotzotlán,315    Fabricación de prendas de vestir ,10,4,6,
15 México,095 Tepotzotlán,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,5,5,0,
15 México,095 Tepotzotlán,321    Industria de la madera ,109,80,29,
15 México,095 Tepotzotlán,322    Industria del papel ,25,24,1,
15 México,095 Tepotzotlán,323    Impresión e industrias conexas ,306,196,110,
15 México,095 Tepotzotlán,324    Fabricación de productos derivados del petróleo y del carbón ,38,36,2,
15 México,095 Tepotzotlán,325    Industria química ,286,258,28,
15 México,095 Tepotzotlán,326    Industria del plástico y del hule ,620,295,325,
15 México,095 Tepotzotlán,327    Fabricación de productos a base de minerales no metálicos ,4,2,2,
15 México,095 Tepotzotlán,331    Industrias metálicas básicas ,42,33,9,
15 México,095 Tepotzotlán,332    Fabricación de productos metálicos ,972,760,212,
15 México,095 Tepotzotlán,333    Fabricación de maquinaria y equipo ,267,226,41,
15 México,095 Tepotzotlán,336    Fabricación de equipo de transporte ,1293,773,520,
15 México,095 Tepotzotlán,337    Fabricación de muebles colchones y persianas ,61,36,25,
15 México,095 Tepotzotlán,339    Otras industrias manufactureras ,36,14,22,
14 Jalisco,095 Teuchitlán,311    Industria alimentaria ,23,8,15,
14 Jalisco,095 Teuchitlán,312    Industria de las bebidas y del tabaco ,5,5,0,
14 Jalisco,095 Teuchitlán,321    Industria de la madera ,2,2,0,
14 Jalisco,095 Teuchitlán,327    Fabricación de productos a base de minerales no metálicos ,4,1,3,
14 Jalisco,095 Teuchitlán,332    Fabricación de productos metálicos ,4,4,0,
31 Yucatán,095 Tixpéhual,311    Industria alimentaria ,47,32,15,
31 Yucatán,095 Tixpéhual,327    Fabricación de productos a base de minerales no metálicos ,143,142,1,
31 Yucatán,095 Tixpéhual,332    Fabricación de productos metálicos ,5,5,0,
16 Michoacán de ocampo,095 Tocumbo,311    Industria alimentaria ,398,354,44,
16 Michoacán de ocampo,095 Tocumbo,312    Industria de las bebidas y del tabaco ,8,7,1,
16 Michoacán de ocampo,095 Tocumbo,315    Fabricación de prendas de vestir ,2,0,2,
16 Michoacán de ocampo,095 Tocumbo,321    Industria de la madera ,5,5,0,
16 Michoacán de ocampo,095 Tocumbo,332    Fabricación de productos metálicos ,31,31,0,
16 Michoacán de ocampo,095 Tocumbo,333    Fabricación de maquinaria y equipo ,20,17,3,
16 Michoacán de ocampo,095 Tocumbo,337    Fabricación de muebles colchones y persianas ,12,12,0,
30 Veracruz de ignacio de la llave,096 Landero y coss,311    Industria alimentaria ,8,4,4,
21 Puebla,096 Mazapiltepec de juárez,311    Industria alimentaria ,28,10,18,
21 Puebla,096 Mazapiltepec de juárez,315    Fabricación de prendas de vestir ,4,2,2,
21 Puebla,096 Mazapiltepec de juárez,327    Fabricación de productos a base de minerales no metálicos ,3,3,0,
21 Puebla,096 Mazapiltepec de juárez,332    Fabricación de productos metálicos ,2,1,1,
21 Puebla,096 Mazapiltepec de juárez,339    Otras industrias manufactureras ,1,0,1,
20 Oaxaca,096 San andrés sinaxtla,311    Industria alimentaria ,5,2,3,
20 Oaxaca,096 San andrés sinaxtla,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
20 Oaxaca,096 San andrés sinaxtla,332    Fabricación de productos metálicos ,4,4,0,
15 México,096 Tequixquiac,311    Industria alimentaria ,264,103,161,
15 México,096 Tequixquiac,312    Industria de las bebidas y del tabaco ,11,9,2,
15 México,096 Tequixquiac,314    Fabricación de productos textiles excepto prendas de vestir ,1,0,1,
15 México,096 Tequixquiac,315    Fabricación de prendas de vestir ,40,15,25,
15 México,096 Tequixquiac,321    Industria de la madera ,15,15,0,
15 México,096 Tequixquiac,323    Impresión e industrias conexas ,15,11,4,
15 México,096 Tequixquiac,326    Industria del plástico y del hule ,10,9,1,
15 México,096 Tequixquiac,327    Fabricación de productos a base de minerales no metálicos ,19,19,0,
15 México,096 Tequixquiac,331    Industrias metálicas básicas ,3,3,0,
15 México,096 Tequixquiac,332    Fabricación de productos metálicos ,74,71,3,
15 México,096 Tequixquiac,333    Fabricación de maquinaria y equipo ,5,4,1,
15 México,096 Tequixquiac,337    Fabricación de muebles colchones y persianas ,56,46,10,
15 México,096 Tequixquiac,339    Otras industrias manufactureras ,11,4,7,
07 Chiapas,096 Tila,311    Industria alimentaria ,108,54,54,
07 Chiapas,096 Tila,312    Industria de las bebidas y del tabaco ,5,5,0,
07 Chiapas,096 Tila,314    Fabricación de productos textiles excepto prendas de vestir ,28,1,27,
07 Chiapas,096 Tila,315    Fabricación de prendas de vestir ,12,7,5,
07 Chiapas,096 Tila,321    Industria de la madera ,7,7,0,
07 Chiapas,096 Tila,327    Fabricación de productos a base de minerales no metálicos ,20,19,1,
07 Chiapas,096 Tila,332    Fabricación de productos metálicos ,21,21,0,
07 Chiapas,096 Tila,337    Fabricación de muebles colchones y persianas ,13,13,0,
07 Chiapas,096 Tila,339    Otras industrias manufactureras ,44,27,17,
14 Jalisco,096 Tizapán el alto,311    Industria alimentaria ,107,48,59,
14 Jalisco,096 Tizapán el alto,312    Industria de las bebidas y del tabaco ,6,3,3,
14 Jalisco,096 Tizapán el alto,315    Fabricación de prendas de vestir ,15,5,10,
14 Jalisco,096 Tizapán el alto,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,2,1,1,
14 Jalisco,096 Tizapán el alto,321    Industria de la madera ,6,6,0,
14 Jalisco,096 Tizapán el alto,323    Impresión e industrias conexas ,8,7,1,
14 Jalisco,096 Tizapán el alto,325    Industria química ,2,1,1,
14 Jalisco,096 Tizapán el alto,332    Fabricación de productos metálicos ,38,38,0,
14 Jalisco,096 Tizapán el alto,337    Fabricación de muebles colchones y persianas ,9,9,0,
31 Yucatán,096 Tizimín,311    Industria alimentaria ,819,525,294,
31 Yucatán,096 Tizimín,312    Industria de las bebidas y del tabaco ,47,39,8,
31 Yucatán,096 Tizimín,313    Fabricación de insumos textiles y acabado de textiles ,4,3,1,
31 Yucatán,096 Tizimín,314    Fabricación de productos textiles excepto prendas de vestir ,110,13,97,
31 Yucatán,096 Tizimín,315    Fabricación de prendas de vestir ,543,156,387,
31 Yucatán,096 Tizimín,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,13,10,3,
31 Yucatán,096 Tizimín,321    Industria de la madera ,41,39,2,
31 Yucatán,096 Tizimín,322    Industria del papel ,21,9,12,
31 Yucatán,096 Tizimín,323    Impresión e industrias conexas ,20,17,3,
31 Yucatán,096 Tizimín,325    Industria química ,16,10,6,
31 Yucatán,096 Tizimín,326    Industria del plástico y del hule ,2,1,1,
31 Yucatán,096 Tizimín,327    Fabricación de productos a base de minerales no metálicos ,111,111,0,
31 Yucatán,096 Tizimín,332    Fabricación de productos metálicos ,101,96,5,
31 Yucatán,096 Tizimín,333    Fabricación de maquinaria y equipo ,1,1,0,
31 Yucatán,096 Tizimín,337    Fabricación de muebles colchones y persianas ,33,31,2,
31 Yucatán,096 Tizimín,339    Otras industrias manufactureras ,17,10,7,
16 Michoacán de ocampo,096 Tumbiscatío,311    Industria alimentaria ,21,9,12,
16 Michoacán de ocampo,096 Tumbiscatío,332    Fabricación de productos metálicos ,4,4,0,
16 Michoacán de ocampo,096 Tumbiscatío,337    Fabricación de muebles colchones y persianas ,1,1,0,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,311    Industria alimentaria ,1137,957,180,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,312    Industria de las bebidas y del tabaco ,35,30,5,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,315    Fabricación de prendas de vestir ,8,3,5,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,321    Industria de la madera ,6,6,0,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,322    Industria del papel ,5,1,4,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,323    Impresión e industrias conexas ,3,3,0,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,326    Industria del plástico y del hule ,3,2,1,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,327    Fabricación de productos a base de minerales no metálicos ,8,8,0,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,332    Fabricación de productos metálicos ,23,23,0,
30 Veracruz de ignacio de la llave,097 Lerdo de tejada,337    Fabricación de muebles colchones y persianas ,9,8,1,
21 Puebla,097 Mixtla,311    Industria alimentaria ,26,11,15,
20 Oaxaca,097 San andrés solaga,311    Industria alimentaria ,10,3,7,
20 Oaxaca,097 San andrés solaga,332    Fabricación de productos metálicos ,2,2,0,
20 Oaxaca,097 San andrés solaga,337    Fabricación de muebles colchones y persianas ,2,1,1,
15 México,097 Texcaltitlán,311    Industria alimentaria ,72,47,25,
15 México,097 Texcaltitlán,321    Industria de la madera ,4,4,0,
15 México,097 Texcaltitlán,332    Fabricación de productos metálicos ,27,24,3,
14 Jalisco,097 Tlajomulco de zúñiga,311    Industria alimentaria ,4129,2332,1797,
14 Jalisco,097 Tlajomulco de zúñiga,312    Industria de las bebidas y del tabaco ,631,570,61,
14 Jalisco,097 Tlajomulco de zúñiga,313    Fabricación de insumos textiles y acabado de textiles ,29,23,6,
14 Jalisco,097 Tlajomulco de zúñiga,314    Fabricación de productos textiles excepto prendas de vestir ,422,136,286,
14 Jalisco,097 Tlajomulco de zúñiga,315    Fabricación de prendas de vestir ,344,93,251,
14 Jalisco,097 Tlajomulco de zúñiga,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,61,52,9,
14 Jalisco,097 Tlajomulco de zúñiga,321    Industria de la madera ,325,283,42,
14 Jalisco,097 Tlajomulco de zúñiga,322    Industria del papel ,85,37,48,
14 Jalisco,097 Tlajomulco de zúñiga,323    Impresión e industrias conexas ,334,153,181,
14 Jalisco,097 Tlajomulco de zúñiga,325    Industria química ,1258,994,264,
14 Jalisco,097 Tlajomulco de zúñiga,326    Industria del plástico y del hule ,3421,2268,1153,
14 Jalisco,097 Tlajomulco de zúñiga,327    Fabricación de productos a base de minerales no metálicos ,933,873,60,
14 Jalisco,097 Tlajomulco de zúñiga,331    Industrias metálicas básicas ,360,336,24,
14 Jalisco,097 Tlajomulco de zúñiga,332    Fabricación de productos metálicos ,1239,1119,120,
14 Jalisco,097 Tlajomulco de zúñiga,333    Fabricación de maquinaria y equipo ,50,43,7,
14 Jalisco,097 Tlajomulco de zúñiga,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,6510,3169,3341,
14 Jalisco,097 Tlajomulco de zúñiga,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,1279,1157,122,
14 Jalisco,097 Tlajomulco de zúñiga,336    Fabricación de equipo de transporte ,708,558,150,
14 Jalisco,097 Tlajomulco de zúñiga,337    Fabricación de muebles colchones y persianas ,1438,908,530,
14 Jalisco,097 Tlajomulco de zúñiga,339    Otras industrias manufactureras ,284,122,162,
07 Chiapas,097 Tonalá,311    Industria alimentaria ,559,321,238,
07 Chiapas,097 Tonalá,312    Industria de las bebidas y del tabaco ,125,115,10,
07 Chiapas,097 Tonalá,314    Fabricación de productos textiles excepto prendas de vestir ,6,4,2,
07 Chiapas,097 Tonalá,315    Fabricación de prendas de vestir ,24,9,15,
07 Chiapas,097 Tonalá,321    Industria de la madera ,15,14,1,
07 Chiapas,097 Tonalá,322    Industria del papel ,3,1,2,
07 Chiapas,097 Tonalá,323    Impresión e industrias conexas ,11,9,2,
07 Chiapas,097 Tonalá,327    Fabricación de productos a base de minerales no metálicos ,12,9,3,
07 Chiapas,097 Tonalá,332    Fabricación de productos metálicos ,90,86,4,
07 Chiapas,097 Tonalá,337    Fabricación de muebles colchones y persianas ,34,33,1,
07 Chiapas,097 Tonalá,339    Otras industrias manufactureras ,6,4,2,
31 Yucatán,097 Tunkás,311    Industria alimentaria ,29,9,20,
31 Yucatán,097 Tunkás,312    Industria de las bebidas y del tabaco ,4,2,2,
31 Yucatán,097 Tunkás,314    Fabricación de productos textiles excepto prendas de vestir ,16,3,13,
31 Yucatán,097 Tunkás,315    Fabricación de prendas de vestir ,2,1,1,
31 Yucatán,097 Tunkás,321    Industria de la madera ,4,4,0,
31 Yucatán,097 Tunkás,337    Fabricación de muebles colchones y persianas ,3,3,0,
16 Michoacán de ocampo,097 Turicato,311    Industria alimentaria ,188,114,74,
16 Michoacán de ocampo,097 Turicato,312    Industria de las bebidas y del tabaco ,4,3,1,
16 Michoacán de ocampo,097 Turicato,315    Fabricación de prendas de vestir ,17,3,14,
16 Michoacán de ocampo,097 Turicato,321    Industria de la madera ,13,11,2,
16 Michoacán de ocampo,097 Turicato,323    Impresión e industrias conexas ,3,0,3,
16 Michoacán de ocampo,097 Turicato,326    Industria del plástico y del hule ,3,1,2,
16 Michoacán de ocampo,097 Turicato,327    Fabricación de productos a base de minerales no metálicos ,22,18,4,
16 Michoacán de ocampo,097 Turicato,332    Fabricación de productos metálicos ,38,36,2,
16 Michoacán de ocampo,097 Turicato,337    Fabricación de muebles colchones y persianas ,7,7,0,
16 Michoacán de ocampo,097 Turicato,339    Otras industrias manufactureras ,1,1,0,
21 Puebla,098 Molcaxac,311    Industria alimentaria ,7,3,4,
21 Puebla,098 Molcaxac,321    Industria de la madera ,5,5,0,
21 Puebla,098 Molcaxac,327    Fabricación de productos a base de minerales no metálicos ,4,4,0,
21 Puebla,098 Molcaxac,332    Fabricación de productos metálicos ,6,6,0,
20 Oaxaca,098 San andrés teotilálpam,311    Industria alimentaria ,7,3,4,
20 Oaxaca,098 San andrés teotilálpam,321    Industria de la madera ,1,1,0,
15 México,098 Texcalyacac,311    Industria alimentaria ,19,12,7,
15 México,098 Texcalyacac,312    Industria de las bebidas y del tabaco ,5,3,2,
15 México,098 Texcalyacac,315    Fabricación de prendas de vestir ,56,26,30,
15 México,098 Texcalyacac,321    Industria de la madera ,4,4,0,
15 México,098 Texcalyacac,327    Fabricación de productos a base de minerales no metálicos ,7,6,1,
15 México,098 Texcalyacac,332    Fabricación de productos metálicos ,2,2,0,
15 México,098 Texcalyacac,333    Fabricación de maquinaria y equipo ,30,13,17,
15 México,098 Texcalyacac,337    Fabricación de muebles colchones y persianas ,3,3,0,
15 México,098 Texcalyacac,339    Otras industrias manufactureras ,5,3,2,
14 Jalisco,098 Tlaquepaque,311    Industria alimentaria ,4924,3618,1306,
14 Jalisco,098 Tlaquepaque,312    Industria de las bebidas y del tabaco ,4746,4342,404,
14 Jalisco,098 Tlaquepaque,313    Fabricación de insumos textiles y acabado de textiles ,205,131,74,
14 Jalisco,098 Tlaquepaque,314    Fabricación de productos textiles excepto prendas de vestir ,74,43,31,
14 Jalisco,098 Tlaquepaque,315    Fabricación de prendas de vestir ,315,117,198,
14 Jalisco,098 Tlaquepaque,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,590,292,298,
14 Jalisco,098 Tlaquepaque,321    Industria de la madera ,547,499,48,
14 Jalisco,098 Tlaquepaque,322    Industria del papel ,170,116,54,
