Instituto Nacional de Estadística y Geografía,,,,,,,
INEGI. Censos Económicos 2014. Resultados definitivos,,,,,,,
Fecha de consulta: 26/08/2021 05:04:19 a. m.,,,,,,,
,,,,,,,
Año Censal,Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
2009,30 Veracruz de Ignacio de la Llave,145 Soconusco,332 Fabricación de productos metálicos,5,5,0,
2009,30 Veracruz de Ignacio de la Llave,145 Soconusco,337 Fabricación de muebles colchones y persianas,4,4,0,
2009,30 Veracruz de Ignacio de la Llave,146 Sochiapa,30C  Subsectores agrupados por el principio de confidencialidad,13,8,5,
2009,30 Veracruz de Ignacio de la Llave,147 Soledad Atzompa,30C  Subsectores agrupados por el principio de confidencialidad,16,13,3,
2009,30 Veracruz de Ignacio de la Llave,147 Soledad Atzompa,337 Fabricación de muebles colchones y persianas,367,364,3,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,30C  Subsectores agrupados por el principio de confidencialidad,9,8,1,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,311 Industria alimentaria,87,60,27,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,312 Industria de las bebidas y del tabaco,12,9,3,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,315 Fabricación de prendas de vestir,11,5,6,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,321 Industria de la madera,43,27,16,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,327 Fabricación de productos a base de minerales no metálicos,17,14,3,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,332 Fabricación de productos metálicos,23,22,1,
2009,30 Veracruz de Ignacio de la Llave,148 Soledad de Doblado,337 Fabricación de muebles colchones y persianas,10,10,0,
2009,30 Veracruz de Ignacio de la Llave,149 Soteapan,30C  Subsectores agrupados por el principio de confidencialidad,7,7,0,
2009,30 Veracruz de Ignacio de la Llave,149 Soteapan,311 Industria alimentaria,37,7,30,
2009,30 Veracruz de Ignacio de la Llave,149 Soteapan,327 Fabricación de productos a base de minerales no metálicos,4,4,0,
2009,30 Veracruz de Ignacio de la Llave,149 Soteapan,332 Fabricación de productos metálicos,4,4,0,
2009,30 Veracruz de Ignacio de la Llave,149 Soteapan,337 Fabricación de muebles colchones y persianas,9,5,4,
2009,30 Veracruz de Ignacio de la Llave,150 Tamalín,30C  Subsectores agrupados por el principio de confidencialidad,18,14,4,
2009,30 Veracruz de Ignacio de la Llave,150 Tamalín,311 Industria alimentaria,338,149,189,
2009,30 Veracruz de Ignacio de la Llave,150 Tamalín,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,7,6,1,
2009,30 Veracruz de Ignacio de la Llave,150 Tamalín,321 Industria de la madera,13,11,2,
2009,30 Veracruz de Ignacio de la Llave,150 Tamalín,337 Fabricación de muebles colchones y persianas,9,8,1,
2009,30 Veracruz de Ignacio de la Llave,151 Tamiahua,30C  Subsectores agrupados por el principio de confidencialidad,5,4,1,
2009,30 Veracruz de Ignacio de la Llave,151 Tamiahua,311 Industria alimentaria,36,17,19,
2009,30 Veracruz de Ignacio de la Llave,151 Tamiahua,332 Fabricación de productos metálicos,8,7,1,
2009,30 Veracruz de Ignacio de la Llave,152 Tampico Alto,30C  Subsectores agrupados por el principio de confidencialidad,9,9,0,
2009,30 Veracruz de Ignacio de la Llave,152 Tampico Alto,311 Industria alimentaria,20,15,5,
2009,30 Veracruz de Ignacio de la Llave,153 Tancoco,30C  Subsectores agrupados por el principio de confidencialidad,15,11,4,
2009,30 Veracruz de Ignacio de la Llave,153 Tancoco,311 Industria alimentaria,6,2,4,
2009,30 Veracruz de Ignacio de la Llave,154 Tantima,30C  Subsectores agrupados por el principio de confidencialidad,20,17,3,
2009,30 Veracruz de Ignacio de la Llave,154 Tantima,311 Industria alimentaria,35,17,18,
2009,30 Veracruz de Ignacio de la Llave,154 Tantima,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,56,52,4,
2009,30 Veracruz de Ignacio de la Llave,154 Tantima,321 Industria de la madera,9,9,0,
2009,30 Veracruz de Ignacio de la Llave,154 Tantima,337 Fabricación de muebles colchones y persianas,5,5,0,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,30C  Subsectores agrupados por el principio de confidencialidad,15,3,12,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,311 Industria alimentaria,258,146,112,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,312 Industria de las bebidas y del tabaco,39,32,7,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,315 Fabricación de prendas de vestir,30,20,10,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,18,17,1,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,321 Industria de la madera,23,23,0,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,323 Impresión e industrias conexas,7,5,2,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,327 Fabricación de productos a base de minerales no metálicos,46,45,1,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,332 Fabricación de productos metálicos,74,70,4,
2009,30 Veracruz de Ignacio de la Llave,155 Tantoyuca,337 Fabricación de muebles colchones y persianas,26,25,1,
2009,30 Veracruz de Ignacio de la Llave,156 Tatatila,30C  Subsectores agrupados por el principio de confidencialidad,12,12,0,
2009,30 Veracruz de Ignacio de la Llave,156 Tatatila,311 Industria alimentaria,18,9,9,
2009,30 Veracruz de Ignacio de la Llave,157 Castillo de Teayo,30C  Subsectores agrupados por el principio de confidencialidad,13,12,1,
2009,30 Veracruz de Ignacio de la Llave,157 Castillo de Teayo,311 Industria alimentaria,63,32,31,
2009,30 Veracruz de Ignacio de la Llave,157 Castillo de Teayo,321 Industria de la madera,16,15,1,
2009,30 Veracruz de Ignacio de la Llave,157 Castillo de Teayo,337 Fabricación de muebles colchones y persianas,13,12,1,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,30C  Subsectores agrupados por el principio de confidencialidad,20,11,9,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,311 Industria alimentaria,118,65,53,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,315 Fabricación de prendas de vestir,14,4,10,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,321 Industria de la madera,8,6,2,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,332 Fabricación de productos metálicos,9,9,0,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,337 Fabricación de muebles colchones y persianas,9,6,3,
2009,30 Veracruz de Ignacio de la Llave,158 Tecolutla,339 Otras industrias manufactureras,46,19,27,
2009,30 Veracruz de Ignacio de la Llave,159 Tehuipango,30C  Subsectores agrupados por el principio de confidencialidad,5,5,0,
2009,30 Veracruz de Ignacio de la Llave,159 Tehuipango,311 Industria alimentaria,25,15,10,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,30C  Subsectores agrupados por el principio de confidencialidad,12,11,1,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,311 Industria alimentaria,1017,677,340,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,312 Industria de las bebidas y del tabaco,42,32,10,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,315 Fabricación de prendas de vestir,23,8,15,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,321 Industria de la madera,18,16,2,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,322 Industria del papel,7,2,5,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,323 Impresión e industrias conexas,14,12,2,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,327 Fabricación de productos a base de minerales no metálicos,17,14,3,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,332 Fabricación de productos metálicos,96,92,4,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,337 Fabricación de muebles colchones y persianas,16,16,0,
2009,30 Veracruz de Ignacio de la Llave,160 Álamo Temapache,339 Otras industrias manufactureras,8,4,4,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,311 Industria alimentaria,333,241,92,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,312 Industria de las bebidas y del tabaco,40,36,4,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,314 Fabricación de productos textiles excepto prendas de vestir,5,1,4,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,315 Fabricación de prendas de vestir,5,1,4,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,321 Industria de la madera,17,13,4,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,327 Fabricación de productos a base de minerales no metálicos,11,9,2,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,332 Fabricación de productos metálicos,44,41,3,
2009,30 Veracruz de Ignacio de la Llave,161 Tempoal,337 Fabricación de muebles colchones y persianas,11,11,0,
2009,30 Veracruz de Ignacio de la Llave,162 Tenampa,311 Industria alimentaria,12,8,4,
2009,30 Veracruz de Ignacio de la Llave,163 Tenochtitlán,30C  Subsectores agrupados por el principio de confidencialidad,9,7,2,
2009,30 Veracruz de Ignacio de la Llave,163 Tenochtitlán,311 Industria alimentaria,15,7,8,
2009,30 Veracruz de Ignacio de la Llave,164 Teocelo,30C  Subsectores agrupados por el principio de confidencialidad,12,7,5,
2009,30 Veracruz de Ignacio de la Llave,164 Teocelo,311 Industria alimentaria,126,72,54,
2009,30 Veracruz de Ignacio de la Llave,164 Teocelo,315 Fabricación de prendas de vestir,4,0,4,
2009,30 Veracruz de Ignacio de la Llave,164 Teocelo,332 Fabricación de productos metálicos,22,22,0,
2009,30 Veracruz de Ignacio de la Llave,164 Teocelo,339 Otras industrias manufactureras,20,10,10,
2009,30 Veracruz de Ignacio de la Llave,165 Tepatlaxco,30C  Subsectores agrupados por el principio de confidencialidad,22,15,7,
2009,30 Veracruz de Ignacio de la Llave,166 Tepetlán,30C  Subsectores agrupados por el principio de confidencialidad,29,27,2,
2009,30 Veracruz de Ignacio de la Llave,166 Tepetlán,311 Industria alimentaria,28,17,11,
2009,30 Veracruz de Ignacio de la Llave,166 Tepetlán,315 Fabricación de prendas de vestir,4,1,3,
2009,30 Veracruz de Ignacio de la Llave,166 Tepetlán,321 Industria de la madera,5,5,0,
2009,30 Veracruz de Ignacio de la Llave,167 Tepetzintla,30C  Subsectores agrupados por el principio de confidencialidad,14,13,1,
2009,30 Veracruz de Ignacio de la Llave,167 Tepetzintla,311 Industria alimentaria,74,27,47,
2009,30 Veracruz de Ignacio de la Llave,167 Tepetzintla,332 Fabricación de productos metálicos,6,5,1,
2009,30 Veracruz de Ignacio de la Llave,168 Tequila,30C  Subsectores agrupados por el principio de confidencialidad,22,14,8,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,30C  Subsectores agrupados por el principio de confidencialidad,9,4,5,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,311 Industria alimentaria,172,104,68,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,312 Industria de las bebidas y del tabaco,30,22,8,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,314 Fabricación de productos textiles excepto prendas de vestir,8,0,8,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,315 Fabricación de prendas de vestir,34,9,25,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,5,4,1,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,321 Industria de la madera,12,10,2,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,327 Fabricación de productos a base de minerales no metálicos,15,13,2,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,332 Fabricación de productos metálicos,14,14,0,
2009,30 Veracruz de Ignacio de la Llave,169 José Azueta,337 Fabricación de muebles colchones y persianas,20,20,0,
2009,30 Veracruz de Ignacio de la Llave,171 Texhuacán,30C  Subsectores agrupados por el principio de confidencialidad,19,12,7,
2009,30 Veracruz de Ignacio de la Llave,172 Texistepec,30C  Subsectores agrupados por el principio de confidencialidad,20,15,5,
2009,30 Veracruz de Ignacio de la Llave,172 Texistepec,311 Industria alimentaria,94,51,43,
2009,30 Veracruz de Ignacio de la Llave,172 Texistepec,315 Fabricación de prendas de vestir,7,4,3,
2009,30 Veracruz de Ignacio de la Llave,172 Texistepec,332 Fabricación de productos metálicos,9,8,1,
2009,30 Veracruz de Ignacio de la Llave,172 Texistepec,337 Fabricación de muebles colchones y persianas,39,39,0,
2009,30 Veracruz de Ignacio de la Llave,173 Tezonapa,30C  Subsectores agrupados por el principio de confidencialidad,27,17,10,
2009,30 Veracruz de Ignacio de la Llave,173 Tezonapa,311 Industria alimentaria,1044,895,149,
2009,30 Veracruz de Ignacio de la Llave,173 Tezonapa,315 Fabricación de prendas de vestir,6,3,3,
2009,30 Veracruz de Ignacio de la Llave,173 Tezonapa,332 Fabricación de productos metálicos,22,21,1,
2009,30 Veracruz de Ignacio de la Llave,173 Tezonapa,337 Fabricación de muebles colchones y persianas,4,4,0,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,30C  Subsectores agrupados por el principio de confidencialidad,13,7,6,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,311 Industria alimentaria,565,455,110,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,312 Industria de las bebidas y del tabaco,76,66,10,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,314 Fabricación de productos textiles excepto prendas de vestir,4,1,3,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,315 Fabricación de prendas de vestir,70,19,51,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,321 Industria de la madera,23,16,7,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,322 Industria del papel,12,0,12,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,323 Impresión e industrias conexas,42,23,19,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,327 Fabricación de productos a base de minerales no metálicos,19,17,2,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,332 Fabricación de productos metálicos,86,84,2,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,337 Fabricación de muebles colchones y persianas,45,43,2,
2009,30 Veracruz de Ignacio de la Llave,174 Tierra Blanca,339 Otras industrias manufactureras,7,4,3,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,30C  Subsectores agrupados por el principio de confidencialidad,17,12,5,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,311 Industria alimentaria,266,158,108,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,312 Industria de las bebidas y del tabaco,80,64,16,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,315 Fabricación de prendas de vestir,19,8,11,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,321 Industria de la madera,17,17,0,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,327 Fabricación de productos a base de minerales no metálicos,36,34,2,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,332 Fabricación de productos metálicos,104,97,7,
2009,30 Veracruz de Ignacio de la Llave,175 Tihuatlán,337 Fabricación de muebles colchones y persianas,269,240,29,
2009,30 Veracruz de Ignacio de la Llave,176 Tlacojalpan,30C  Subsectores agrupados por el principio de confidencialidad,6,4,2,
2009,30 Veracruz de Ignacio de la Llave,176 Tlacojalpan,311 Industria alimentaria,39,26,13,
2009,30 Veracruz de Ignacio de la Llave,176 Tlacojalpan,337 Fabricación de muebles colchones y persianas,7,6,1,
2009,30 Veracruz de Ignacio de la Llave,177 Tlacolulan,30C  Subsectores agrupados por el principio de confidencialidad,7,7,0,
2009,30 Veracruz de Ignacio de la Llave,177 Tlacolulan,311 Industria alimentaria,18,15,3,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,30C  Subsectores agrupados por el principio de confidencialidad,52,30,22,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,311 Industria alimentaria,74,36,38,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,312 Industria de las bebidas y del tabaco,16,15,1,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,314 Fabricación de productos textiles excepto prendas de vestir,3,0,3,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,315 Fabricación de prendas de vestir,5,1,4,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,321 Industria de la madera,6,6,0,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,327 Fabricación de productos a base de minerales no metálicos,7,7,0,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,332 Fabricación de productos metálicos,3,3,0,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,337 Fabricación de muebles colchones y persianas,50,44,6,
2009,30 Veracruz de Ignacio de la Llave,178 Tlacotalpan,339 Otras industrias manufactureras,7,6,1,
2009,30 Veracruz de Ignacio de la Llave,179 Tlacotepec de Mejía,30C  Subsectores agrupados por el principio de confidencialidad,6,6,0,
2009,30 Veracruz de Ignacio de la Llave,179 Tlacotepec de Mejía,311 Industria alimentaria,35,34,1,
2009,30 Veracruz de Ignacio de la Llave,179 Tlacotepec de Mejía,332 Fabricación de productos metálicos,4,4,0,
2009,30 Veracruz de Ignacio de la Llave,180 Tlachichilco,30C  Subsectores agrupados por el principio de confidencialidad,12,11,1,
2009,30 Veracruz de Ignacio de la Llave,180 Tlachichilco,311 Industria alimentaria,20,3,17,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,30C  Subsectores agrupados por el principio de confidencialidad,6,4,2,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,311 Industria alimentaria,178,121,57,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,312 Industria de las bebidas y del tabaco,32,27,5,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,315 Fabricación de prendas de vestir,13,6,7,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,7,7,0,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,321 Industria de la madera,12,11,1,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,332 Fabricación de productos metálicos,22,20,2,
2009,30 Veracruz de Ignacio de la Llave,181 Tlalixcoyan,337 Fabricación de muebles colchones y persianas,6,6,0,
2009,30 Veracruz de Ignacio de la Llave,182 Tlalnelhuayocan,30C  Subsectores agrupados por el principio de confidencialidad,9,9,0,
2009,30 Veracruz de Ignacio de la Llave,182 Tlalnelhuayocan,311 Industria alimentaria,32,22,10,
2009,30 Veracruz de Ignacio de la Llave,182 Tlalnelhuayocan,315 Fabricación de prendas de vestir,5,3,2,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,30C  Subsectores agrupados por el principio de confidencialidad,10,8,2,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,311 Industria alimentaria,310,149,161,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,312 Industria de las bebidas y del tabaco,56,47,9,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,313 Fabricación de insumos textiles y acabado de textiles,6,5,1,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,314 Fabricación de productos textiles excepto prendas de vestir,10,10,0,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,315 Fabricación de prendas de vestir,152,67,85,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,321 Industria de la madera,25,23,2,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,322 Industria del papel,4,2,2,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,323 Impresión e industrias conexas,14,5,9,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,332 Fabricación de productos metálicos,51,48,3,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,336 Fabricación de equipo de transporte,10,10,0,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,337 Fabricación de muebles colchones y persianas,66,62,4,
2009,30 Veracruz de Ignacio de la Llave,183 Tlapacoyan,339 Otras industrias manufactureras,26,15,11,
2009,30 Veracruz de Ignacio de la Llave,185 Tlilapan,30C  Subsectores agrupados por el principio de confidencialidad,27,17,10,
2009,30 Veracruz de Ignacio de la Llave,185 Tlilapan,311 Industria alimentaria,42,23,19,
2009,30 Veracruz de Ignacio de la Llave,185 Tlilapan,332 Fabricación de productos metálicos,5,5,0,
2009,30 Veracruz de Ignacio de la Llave,185 Tlilapan,337 Fabricación de muebles colchones y persianas,11,10,1,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,30C  Subsectores agrupados por el principio de confidencialidad,8,6,2,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,311 Industria alimentaria,43,22,21,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,315 Fabricación de prendas de vestir,18,4,14,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,321 Industria de la madera,9,9,0,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,332 Fabricación de productos metálicos,14,14,0,
2009,30 Veracruz de Ignacio de la Llave,186 Tomatlán,337 Fabricación de muebles colchones y persianas,10,9,1,
2009,30 Veracruz de Ignacio de la Llave,187 Tonayán,30C  Subsectores agrupados por el principio de confidencialidad,20,11,9,
2009,30 Veracruz de Ignacio de la Llave,188 Totutla,30C  Subsectores agrupados por el principio de confidencialidad,20,17,3,
2009,30 Veracruz de Ignacio de la Llave,188 Totutla,311 Industria alimentaria,68,44,24,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,30C  Subsectores agrupados por el principio de confidencialidad,255,239,16,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,311 Industria alimentaria,654,349,305,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,312 Industria de las bebidas y del tabaco,180,151,29,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,314 Fabricación de productos textiles excepto prendas de vestir,12,4,8,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,315 Fabricación de prendas de vestir,52,24,28,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,321 Industria de la madera,37,37,0,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,323 Impresión e industrias conexas,42,33,9,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,327 Fabricación de productos a base de minerales no metálicos,29,26,3,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,332 Fabricación de productos metálicos,126,115,11,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,337 Fabricación de muebles colchones y persianas,56,50,6,
2009,30 Veracruz de Ignacio de la Llave,189 Tuxpan,339 Otras industrias manufactureras,21,16,5,
2009,30 Veracruz de Ignacio de la Llave,190 Tuxtilla,30C  Subsectores agrupados por el principio de confidencialidad,9,3,6,
2009,30 Veracruz de Ignacio de la Llave,190 Tuxtilla,311 Industria alimentaria,25,13,12,
2009,30 Veracruz de Ignacio de la Llave,190 Tuxtilla,321 Industria de la madera,13,13,0,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,30C  Subsectores agrupados por el principio de confidencialidad,5,4,1,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,311 Industria alimentaria,894,761,133,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,312 Industria de las bebidas y del tabaco,27,24,3,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,327 Fabricación de productos a base de minerales no metálicos,11,8,3,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,332 Fabricación de productos metálicos,24,24,0,
2009,30 Veracruz de Ignacio de la Llave,191 Ursulo Galván,337 Fabricación de muebles colchones y persianas,12,12,0,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,30C  Subsectores agrupados por el principio de confidencialidad,7,7,0,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,311 Industria alimentaria,198,137,61,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,312 Industria de las bebidas y del tabaco,15,12,3,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,315 Fabricación de prendas de vestir,23,17,6,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,30,22,8,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,321 Industria de la madera,3,3,0,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,332 Fabricación de productos metálicos,30,25,5,
2009,30 Veracruz de Ignacio de la Llave,192 Vega de Alatorre,337 Fabricación de muebles colchones y persianas,30,27,3,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,30C  Subsectores agrupados por el principio de confidencialidad,22,21,1,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,311 Industria alimentaria,3341,2016,1325,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,312 Industria de las bebidas y del tabaco,343,248,95,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,314 Fabricación de productos textiles excepto prendas de vestir,74,44,30,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,315 Fabricación de prendas de vestir,336,141,195,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,316 Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos,12,6,6,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,321 Industria de la madera,225,196,29,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,322 Industria del papel,54,31,23,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,323 Impresión e industrias conexas,672,432,240,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,325 Industria química,138,104,34,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,326 Industria del plástico y del hule,510,364,146,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,327 Fabricación de productos a base de minerales no metálicos,336,272,64,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,331 Industrias metálicas básicas,4164,3939,225,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,332 Fabricación de productos metálicos,1744,1576,168,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,333 Fabricación de maquinaria y equipo,645,617,28,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,335 Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica,33,17,16,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,336 Fabricación de equipo de transporte,368,262,106,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,337 Fabricación de muebles colchones y persianas,249,232,17,
2009,30 Veracruz de Ignacio de la Llave,193 Veracruz,339 Otras industrias manufactureras,236,134,102,
2009,30 Veracruz de Ignacio de la Llave,194 Villa Aldama,311 Industria alimentaria,36,24,12,
2009,30 Veracruz de Ignacio de la Llave,194 Villa Aldama,315 Fabricación de prendas de vestir,51,22,29,
2009,30 Veracruz de Ignacio de la Llave,194 Villa Aldama,321 Industria de la madera,14,13,1,
2009,30 Veracruz de Ignacio de la Llave,194 Villa Aldama,327 Fabricación de productos a base de minerales no metálicos,160,158,2,
