Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
05 Coahuila de zaragoza,031 San buenaventura,43     Comercio al por mayor ,217,178,39,
05 Coahuila de zaragoza,031 San buenaventura,46     Comercio al por menor ,915,424,491,
05 Coahuila de zaragoza,031 San buenaventura,48  - 49 transportes correos y almacenamiento ,13,11,2,
05 Coahuila de zaragoza,031 San buenaventura,51     Información en medios masivos ,6,3,3,
05 Coahuila de zaragoza,031 San buenaventura,52     Servicios financieros y de seguros ,5,3,2,
05 Coahuila de zaragoza,031 San buenaventura,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,69,34,35,
05 Coahuila de zaragoza,031 San buenaventura,54     Servicios profesionales científicos y técnicos ,23,10,13,
05 Coahuila de zaragoza,031 San buenaventura,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,20,15,5,
05 Coahuila de zaragoza,031 San buenaventura,61     Servicios educativos ,18,18,0,
05 Coahuila de zaragoza,031 San buenaventura,62     Servicios de salud y de asistencia social ,54,18,36,
05 Coahuila de zaragoza,031 San buenaventura,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,3,2,1,
05 Coahuila de zaragoza,031 San buenaventura,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,86,47,39,
05 Coahuila de zaragoza,031 San buenaventura,81     Otros servicios excepto actividades gubernamentales ,167,108,59,
11 Guanajuato,031 San francisco del rincón,21     Minería ,22,20,2,
11 Guanajuato,031 San francisco del rincón,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,81,68,13,
11 Guanajuato,031 San francisco del rincón,23     Construcción ,380,351,29,
11 Guanajuato,031 San francisco del rincón,31  - 33 industrias manufactureras ,14048,9385,4663,
11 Guanajuato,031 San francisco del rincón,43     Comercio al por mayor ,1196,902,294,
11 Guanajuato,031 San francisco del rincón,46     Comercio al por menor ,5303,2497,2806,
11 Guanajuato,031 San francisco del rincón,48  - 49 transportes correos y almacenamiento ,129,118,11,
11 Guanajuato,031 San francisco del rincón,51     Información en medios masivos ,37,23,14,
11 Guanajuato,031 San francisco del rincón,52     Servicios financieros y de seguros ,143,73,70,
11 Guanajuato,031 San francisco del rincón,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,223,140,83,
11 Guanajuato,031 San francisco del rincón,54     Servicios profesionales científicos y técnicos ,582,323,259,
11 Guanajuato,031 San francisco del rincón,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,129,58,71,
11 Guanajuato,031 San francisco del rincón,61     Servicios educativos ,642,250,392,
11 Guanajuato,031 San francisco del rincón,62     Servicios de salud y de asistencia social ,649,241,408,
11 Guanajuato,031 San francisco del rincón,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,128,67,61,
11 Guanajuato,031 San francisco del rincón,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1542,670,872,
11 Guanajuato,031 San francisco del rincón,81     Otros servicios excepto actividades gubernamentales ,1248,884,364,
24 San luis potosí,031 Santa catarina,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,12,12,0,
24 San luis potosí,031 Santa catarina,46     Comercio al por menor ,3,1,2,
24 San luis potosí,031 Santa catarina,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,1,0,1,
24 San luis potosí,031 Santa catarina,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1,0,1,
24 San luis potosí,031 Santa catarina,81     Otros servicios excepto actividades gubernamentales ,3,2,1,
10 Durango,031 Santa clara,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,7,5,2,
10 Durango,031 Santa clara,31  - 33 industrias manufactureras ,35,25,10,
10 Durango,031 Santa clara,43     Comercio al por mayor ,9,7,2,
10 Durango,031 Santa clara,46     Comercio al por menor ,197,61,136,
10 Durango,031 Santa clara,52     Servicios financieros y de seguros ,3,2,1,
10 Durango,031 Santa clara,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,1,1,
10 Durango,031 Santa clara,54     Servicios profesionales científicos y técnicos ,4,2,2,
10 Durango,031 Santa clara,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,5,1,4,
10 Durango,031 Santa clara,62     Servicios de salud y de asistencia social ,2,2,0,
10 Durango,031 Santa clara,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,2,0,
10 Durango,031 Santa clara,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,20,3,17,
10 Durango,031 Santa clara,81     Otros servicios excepto actividades gubernamentales ,28,25,3,
20 Oaxaca,031 Tamazulápam del espíritu santo,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,3,3,0,
20 Oaxaca,031 Tamazulápam del espíritu santo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,3,0,
20 Oaxaca,031 Tamazulápam del espíritu santo,31  - 33 industrias manufactureras ,22,16,6,
20 Oaxaca,031 Tamazulápam del espíritu santo,43     Comercio al por mayor ,8,3,5,
20 Oaxaca,031 Tamazulápam del espíritu santo,46     Comercio al por menor ,235,98,137,
20 Oaxaca,031 Tamazulápam del espíritu santo,52     Servicios financieros y de seguros ,12,3,9,
20 Oaxaca,031 Tamazulápam del espíritu santo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,1,1,
20 Oaxaca,031 Tamazulápam del espíritu santo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,11,4,7,
20 Oaxaca,031 Tamazulápam del espíritu santo,62     Servicios de salud y de asistencia social ,2,2,0,
20 Oaxaca,031 Tamazulápam del espíritu santo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,4,2,2,
20 Oaxaca,031 Tamazulápam del espíritu santo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,41,7,34,
20 Oaxaca,031 Tamazulápam del espíritu santo,81     Otros servicios excepto actividades gubernamentales ,13,7,6,
29 Tlaxcala,031 Tetla de la solidaridad,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,6,4,2,
29 Tlaxcala,031 Tetla de la solidaridad,21     Minería ,10,9,1,
29 Tlaxcala,031 Tetla de la solidaridad,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,5,4,1,
29 Tlaxcala,031 Tetla de la solidaridad,23     Construcción ,23,18,5,
29 Tlaxcala,031 Tetla de la solidaridad,31  - 33 industrias manufactureras ,6938,4098,2840,
29 Tlaxcala,031 Tetla de la solidaridad,43     Comercio al por mayor ,51,31,20,
29 Tlaxcala,031 Tetla de la solidaridad,46     Comercio al por menor ,915,422,493,
29 Tlaxcala,031 Tetla de la solidaridad,48  - 49 transportes correos y almacenamiento ,2,1,1,
29 Tlaxcala,031 Tetla de la solidaridad,51     Información en medios masivos ,4,0,4,
29 Tlaxcala,031 Tetla de la solidaridad,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,50,36,14,
29 Tlaxcala,031 Tetla de la solidaridad,54     Servicios profesionales científicos y técnicos ,16,6,10,
29 Tlaxcala,031 Tetla de la solidaridad,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,33,14,19,
29 Tlaxcala,031 Tetla de la solidaridad,61     Servicios educativos ,42,12,30,
29 Tlaxcala,031 Tetla de la solidaridad,62     Servicios de salud y de asistencia social ,59,28,31,
29 Tlaxcala,031 Tetla de la solidaridad,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,23,17,6,
29 Tlaxcala,031 Tetla de la solidaridad,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,153,55,98,
29 Tlaxcala,031 Tetla de la solidaridad,81     Otros servicios excepto actividades gubernamentales ,195,144,51,
17 Morelos,031 Zacatepec,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,108,73,35,
17 Morelos,031 Zacatepec,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,33,26,7,
17 Morelos,031 Zacatepec,23     Construcción ,339,337,2,
17 Morelos,031 Zacatepec,31  - 33 industrias manufactureras ,1757,1361,396,
17 Morelos,031 Zacatepec,43     Comercio al por mayor ,273,191,82,
17 Morelos,031 Zacatepec,46     Comercio al por menor ,2314,1113,1201,
17 Morelos,031 Zacatepec,48  - 49 transportes correos y almacenamiento ,78,75,3,
17 Morelos,031 Zacatepec,51     Información en medios masivos ,13,6,7,
17 Morelos,031 Zacatepec,52     Servicios financieros y de seguros ,6,2,4,
17 Morelos,031 Zacatepec,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,125,68,57,
17 Morelos,031 Zacatepec,54     Servicios profesionales científicos y técnicos ,53,28,25,
17 Morelos,031 Zacatepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,123,70,53,
17 Morelos,031 Zacatepec,61     Servicios educativos ,137,36,101,
17 Morelos,031 Zacatepec,62     Servicios de salud y de asistencia social ,199,70,129,
17 Morelos,031 Zacatepec,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,106,60,46,
17 Morelos,031 Zacatepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,724,278,446,
17 Morelos,031 Zacatepec,81     Otros servicios excepto actividades gubernamentales ,744,569,175,
30 Veracruz de ignacio de la llave,032 Catemaco,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,1516,1405,111,
30 Veracruz de ignacio de la llave,032 Catemaco,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,29,24,5,
30 Veracruz de ignacio de la llave,032 Catemaco,23     Construcción ,26,26,0,
30 Veracruz de ignacio de la llave,032 Catemaco,31  - 33 industrias manufactureras ,589,419,170,
30 Veracruz de ignacio de la llave,032 Catemaco,43     Comercio al por mayor ,168,103,65,
30 Veracruz de ignacio de la llave,032 Catemaco,46     Comercio al por menor ,1666,775,891,
30 Veracruz de ignacio de la llave,032 Catemaco,48  - 49 transportes correos y almacenamiento ,147,146,1,
30 Veracruz de ignacio de la llave,032 Catemaco,51     Información en medios masivos ,8,3,5,
30 Veracruz de ignacio de la llave,032 Catemaco,52     Servicios financieros y de seguros ,12,5,7,
30 Veracruz de ignacio de la llave,032 Catemaco,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,57,51,6,
30 Veracruz de ignacio de la llave,032 Catemaco,54     Servicios profesionales científicos y técnicos ,28,18,10,
30 Veracruz de ignacio de la llave,032 Catemaco,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,158,118,40,
30 Veracruz de ignacio de la llave,032 Catemaco,61     Servicios educativos ,122,58,64,
30 Veracruz de ignacio de la llave,032 Catemaco,62     Servicios de salud y de asistencia social ,146,110,36,
30 Veracruz de ignacio de la llave,032 Catemaco,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,49,43,6,
30 Veracruz de ignacio de la llave,032 Catemaco,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,749,319,430,
30 Veracruz de ignacio de la llave,032 Catemaco,81     Otros servicios excepto actividades gubernamentales ,342,274,68,
14 Jalisco,032 Chiquilistlán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,6,6,0,
14 Jalisco,032 Chiquilistlán,31  - 33 industrias manufactureras ,104,70,34,
14 Jalisco,032 Chiquilistlán,43     Comercio al por mayor ,14,8,6,
14 Jalisco,032 Chiquilistlán,46     Comercio al por menor ,189,77,112,
14 Jalisco,032 Chiquilistlán,52     Servicios financieros y de seguros ,10,4,6,
14 Jalisco,032 Chiquilistlán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,14,12,2,
14 Jalisco,032 Chiquilistlán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,2,1,
14 Jalisco,032 Chiquilistlán,61     Servicios educativos ,19,8,11,
14 Jalisco,032 Chiquilistlán,62     Servicios de salud y de asistencia social ,12,11,1,
14 Jalisco,032 Chiquilistlán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,7,6,1,
14 Jalisco,032 Chiquilistlán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,68,20,48,
14 Jalisco,032 Chiquilistlán,81     Otros servicios excepto actividades gubernamentales ,25,18,7,
21 Puebla,032 Cohetzala,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1,1,0,
21 Puebla,032 Cohetzala,31  - 33 industrias manufactureras ,5,2,3,
21 Puebla,032 Cohetzala,43     Comercio al por mayor ,2,2,0,
21 Puebla,032 Cohetzala,46     Comercio al por menor ,58,27,31,
21 Puebla,032 Cohetzala,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,4,2,2,
21 Puebla,032 Cohetzala,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,3,2,1,
21 Puebla,032 Cohetzala,81     Otros servicios excepto actividades gubernamentales ,2,2,0,
15 México,032 Donato guerra,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,19,15,4,
15 México,032 Donato guerra,21     Minería ,14,12,2,
15 México,032 Donato guerra,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,5,5,0,
15 México,032 Donato guerra,31  - 33 industrias manufactureras ,32,22,10,
15 México,032 Donato guerra,43     Comercio al por mayor ,18,14,4,
15 México,032 Donato guerra,46     Comercio al por menor ,336,140,196,
15 México,032 Donato guerra,54     Servicios profesionales científicos y técnicos ,3,3,0,
15 México,032 Donato guerra,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,12,5,7,
15 México,032 Donato guerra,62     Servicios de salud y de asistencia social ,16,7,9,
15 México,032 Donato guerra,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,3,1,2,
15 México,032 Donato guerra,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,75,21,54,
15 México,032 Donato guerra,81     Otros servicios excepto actividades gubernamentales ,19,11,8,
16 Michoacán de ocampo,032 Erongarícuaro,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,133,131,2,
16 Michoacán de ocampo,032 Erongarícuaro,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,6,2,
16 Michoacán de ocampo,032 Erongarícuaro,31  - 33 industrias manufactureras ,161,109,52,
16 Michoacán de ocampo,032 Erongarícuaro,43     Comercio al por mayor ,18,12,6,
16 Michoacán de ocampo,032 Erongarícuaro,46     Comercio al por menor ,188,78,110,
16 Michoacán de ocampo,032 Erongarícuaro,51     Información en medios masivos ,2,1,1,
16 Michoacán de ocampo,032 Erongarícuaro,52     Servicios financieros y de seguros ,13,8,5,
16 Michoacán de ocampo,032 Erongarícuaro,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,4,1,3,
16 Michoacán de ocampo,032 Erongarícuaro,54     Servicios profesionales científicos y técnicos ,3,2,1,
16 Michoacán de ocampo,032 Erongarícuaro,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,11,6,5,
16 Michoacán de ocampo,032 Erongarícuaro,61     Servicios educativos ,2,0,2,
16 Michoacán de ocampo,032 Erongarícuaro,62     Servicios de salud y de asistencia social ,35,20,15,
16 Michoacán de ocampo,032 Erongarícuaro,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,0,2,
16 Michoacán de ocampo,032 Erongarícuaro,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,78,29,49,
16 Michoacán de ocampo,032 Erongarícuaro,81     Otros servicios excepto actividades gubernamentales ,33,21,12,
07 Chiapas,032 Escuintla,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,8,0,
07 Chiapas,032 Escuintla,31  - 33 industrias manufactureras ,260,164,96,
07 Chiapas,032 Escuintla,43     Comercio al por mayor ,188,168,20,
07 Chiapas,032 Escuintla,46     Comercio al por menor ,865,345,520,
07 Chiapas,032 Escuintla,48  - 49 transportes correos y almacenamiento ,32,32,0,
07 Chiapas,032 Escuintla,51     Información en medios masivos ,15,8,7,
07 Chiapas,032 Escuintla,52     Servicios financieros y de seguros ,9,4,5,
07 Chiapas,032 Escuintla,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,21,19,2,
07 Chiapas,032 Escuintla,54     Servicios profesionales científicos y técnicos ,24,13,11,
07 Chiapas,032 Escuintla,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,32,21,11,
07 Chiapas,032 Escuintla,61     Servicios educativos ,23,14,9,
07 Chiapas,032 Escuintla,62     Servicios de salud y de asistencia social ,102,83,19,
07 Chiapas,032 Escuintla,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,39,30,9,
07 Chiapas,032 Escuintla,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,302,78,224,
07 Chiapas,032 Escuintla,81     Otros servicios excepto actividades gubernamentales ,233,194,39,
31 Yucatán,032 Espita,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,13,13,0,
31 Yucatán,032 Espita,31  - 33 industrias manufactureras ,757,206,551,
31 Yucatán,032 Espita,43     Comercio al por mayor ,12,11,1,
31 Yucatán,032 Espita,46     Comercio al por menor ,454,177,277,
31 Yucatán,032 Espita,51     Información en medios masivos ,3,2,1,
31 Yucatán,032 Espita,52     Servicios financieros y de seguros ,6,1,5,
31 Yucatán,032 Espita,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,19,10,9,
31 Yucatán,032 Espita,54     Servicios profesionales científicos y técnicos ,6,5,1,
31 Yucatán,032 Espita,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,15,8,7,
31 Yucatán,032 Espita,61     Servicios educativos ,8,4,4,
31 Yucatán,032 Espita,62     Servicios de salud y de asistencia social ,23,22,1,
31 Yucatán,032 Espita,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,1,0,1,
31 Yucatán,032 Espita,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,88,36,52,
31 Yucatán,032 Espita,81     Otros servicios excepto actividades gubernamentales ,54,47,7,
20 Oaxaca,032 Fresnillo de trujano,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,3,0,
20 Oaxaca,032 Fresnillo de trujano,31  - 33 industrias manufactureras ,2,1,1,
20 Oaxaca,032 Fresnillo de trujano,46     Comercio al por menor ,14,5,9,
20 Oaxaca,032 Fresnillo de trujano,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,4,1,3,
20 Oaxaca,032 Fresnillo de trujano,81     Otros servicios excepto actividades gubernamentales ,3,1,2,
12 Guerrero,032 General heliodoro castillo,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,82,72,10,
12 Guerrero,032 General heliodoro castillo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,12,9,3,
12 Guerrero,032 General heliodoro castillo,31  - 33 industrias manufactureras ,141,53,88,
12 Guerrero,032 General heliodoro castillo,43     Comercio al por mayor ,5,3,2,
12 Guerrero,032 General heliodoro castillo,46     Comercio al por menor ,410,152,258,
12 Guerrero,032 General heliodoro castillo,48  - 49 transportes correos y almacenamiento ,2,2,0,
12 Guerrero,032 General heliodoro castillo,54     Servicios profesionales científicos y técnicos ,3,2,1,
12 Guerrero,032 General heliodoro castillo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,13,5,8,
12 Guerrero,032 General heliodoro castillo,61     Servicios educativos ,32,15,17,
12 Guerrero,032 General heliodoro castillo,62     Servicios de salud y de asistencia social ,29,16,13,
12 Guerrero,032 General heliodoro castillo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,8,6,2,
12 Guerrero,032 General heliodoro castillo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,128,18,110,
12 Guerrero,032 General heliodoro castillo,81     Otros servicios excepto actividades gubernamentales ,117,101,16,
08 Chihuahua,032 Hidalgo del parral,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,1,1,0,
08 Chihuahua,032 Hidalgo del parral,21     Minería ,356,344,12,
08 Chihuahua,032 Hidalgo del parral,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,197,156,41,
08 Chihuahua,032 Hidalgo del parral,23     Construcción ,364,342,22,
08 Chihuahua,032 Hidalgo del parral,31  - 33 industrias manufactureras ,5509,3422,2087,
08 Chihuahua,032 Hidalgo del parral,43     Comercio al por mayor ,1707,1325,382,
08 Chihuahua,032 Hidalgo del parral,46     Comercio al por menor ,7136,3390,3746,
08 Chihuahua,032 Hidalgo del parral,48  - 49 transportes correos y almacenamiento ,687,622,65,
08 Chihuahua,032 Hidalgo del parral,51     Información en medios masivos ,181,106,75,
08 Chihuahua,032 Hidalgo del parral,52     Servicios financieros y de seguros ,144,79,65,
08 Chihuahua,032 Hidalgo del parral,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,286,141,145,
08 Chihuahua,032 Hidalgo del parral,54     Servicios profesionales científicos y técnicos ,472,227,245,
08 Chihuahua,032 Hidalgo del parral,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,194,119,75,
08 Chihuahua,032 Hidalgo del parral,61     Servicios educativos ,461,167,294,
08 Chihuahua,032 Hidalgo del parral,62     Servicios de salud y de asistencia social ,717,307,410,
08 Chihuahua,032 Hidalgo del parral,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,174,109,65,
08 Chihuahua,032 Hidalgo del parral,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1999,900,1099,
08 Chihuahua,032 Hidalgo del parral,81     Otros servicios excepto actividades gubernamentales ,1867,1405,462,
26 Sonora,032 Huásabas,31  - 33 industrias manufactureras ,4,3,1,
26 Sonora,032 Huásabas,43     Comercio al por mayor ,1,1,0,
26 Sonora,032 Huásabas,46     Comercio al por menor ,47,28,19,
26 Sonora,032 Huásabas,62     Servicios de salud y de asistencia social ,1,1,0,
26 Sonora,032 Huásabas,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,14,7,7,
26 Sonora,032 Huásabas,81     Otros servicios excepto actividades gubernamentales ,5,3,2,
13 Hidalgo,032 Jaltocán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,4,4,0,
13 Hidalgo,032 Jaltocán,23     Construcción ,2,1,1,
13 Hidalgo,032 Jaltocán,31  - 33 industrias manufactureras ,517,156,361,
13 Hidalgo,032 Jaltocán,43     Comercio al por mayor ,13,9,4,
13 Hidalgo,032 Jaltocán,46     Comercio al por menor ,294,152,142,
13 Hidalgo,032 Jaltocán,48  - 49 transportes correos y almacenamiento ,7,7,0,
13 Hidalgo,032 Jaltocán,51     Información en medios masivos ,5,3,2,
13 Hidalgo,032 Jaltocán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,18,14,4,
13 Hidalgo,032 Jaltocán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,6,3,3,
13 Hidalgo,032 Jaltocán,62     Servicios de salud y de asistencia social ,12,5,7,
13 Hidalgo,032 Jaltocán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,21,17,4,
13 Hidalgo,032 Jaltocán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,98,40,58,
13 Hidalgo,032 Jaltocán,81     Otros servicios excepto actividades gubernamentales ,19,14,5,
19 Nuevo león,032 Lampazos de naranjo,21     Minería ,51,48,3,
19 Nuevo león,032 Lampazos de naranjo,31  - 33 industrias manufactureras ,95,56,39,
19 Nuevo león,032 Lampazos de naranjo,43     Comercio al por mayor ,20,16,4,
19 Nuevo león,032 Lampazos de naranjo,46     Comercio al por menor ,244,92,152,
19 Nuevo león,032 Lampazos de naranjo,48  - 49 transportes correos y almacenamiento ,88,82,6,
19 Nuevo león,032 Lampazos de naranjo,52     Servicios financieros y de seguros ,2,0,2,
19 Nuevo león,032 Lampazos de naranjo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,21,17,4,
19 Nuevo león,032 Lampazos de naranjo,54     Servicios profesionales científicos y técnicos ,2,0,2,
19 Nuevo león,032 Lampazos de naranjo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,3,3,0,
19 Nuevo león,032 Lampazos de naranjo,61     Servicios educativos ,11,3,8,
19 Nuevo león,032 Lampazos de naranjo,62     Servicios de salud y de asistencia social ,14,3,11,
19 Nuevo león,032 Lampazos de naranjo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,52,17,35,
19 Nuevo león,032 Lampazos de naranjo,81     Otros servicios excepto actividades gubernamentales ,48,41,7,
32 Zacatecas,032 Morelos,21     Minería ,442,395,47,
32 Zacatecas,032 Morelos,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,64,55,9,
32 Zacatecas,032 Morelos,23     Construcción ,14,13,1,
32 Zacatecas,032 Morelos,31  - 33 industrias manufactureras ,335,188,147,
32 Zacatecas,032 Morelos,43     Comercio al por mayor ,138,122,16,
32 Zacatecas,032 Morelos,46     Comercio al por menor ,377,151,226,
32 Zacatecas,032 Morelos,48  - 49 transportes correos y almacenamiento ,110,98,12,
32 Zacatecas,032 Morelos,51     Información en medios masivos ,4,3,1,
32 Zacatecas,032 Morelos,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,26,15,11,
32 Zacatecas,032 Morelos,54     Servicios profesionales científicos y técnicos ,2,1,1,
32 Zacatecas,032 Morelos,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,29,24,5,
32 Zacatecas,032 Morelos,61     Servicios educativos ,18,9,9,
32 Zacatecas,032 Morelos,62     Servicios de salud y de asistencia social ,12,4,8,
32 Zacatecas,032 Morelos,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,16,13,3,
32 Zacatecas,032 Morelos,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,100,28,72,
32 Zacatecas,032 Morelos,81     Otros servicios excepto actividades gubernamentales ,86,54,32,
28 Tamaulipas,032 Reynosa,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,8,8,0,
28 Tamaulipas,032 Reynosa,21     Minería ,4641,4140,501,
28 Tamaulipas,032 Reynosa,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1187,993,194,
28 Tamaulipas,032 Reynosa,23     Construcción ,5580,5192,388,
28 Tamaulipas,032 Reynosa,31  - 33 industrias manufactureras ,105397,57993,47404,
28 Tamaulipas,032 Reynosa,43     Comercio al por mayor ,5838,4348,1490,
28 Tamaulipas,032 Reynosa,46     Comercio al por menor ,25675,13166,12509,
