Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
17 Morelos,001 Amacuzac,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,15,9,6,
17 Morelos,001 Amacuzac,54     Servicios profesionales científicos y técnicos ,6,4,2,
17 Morelos,001 Amacuzac,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,12,8,4,
17 Morelos,001 Amacuzac,62     Servicios de salud y de asistencia social ,18,7,11,
17 Morelos,001 Amacuzac,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,18,16,2,
17 Morelos,001 Amacuzac,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,176,61,115,
17 Morelos,001 Amacuzac,81     Otros servicios excepto actividades gubernamentales ,72,54,18,
29 Tlaxcala,001 Amaxac de guerrero,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,1,1,0,
29 Tlaxcala,001 Amaxac de guerrero,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,5,5,0,
29 Tlaxcala,001 Amaxac de guerrero,23     Construcción ,33,31,2,
29 Tlaxcala,001 Amaxac de guerrero,31  - 33 industrias manufactureras ,99,50,49,
29 Tlaxcala,001 Amaxac de guerrero,43     Comercio al por mayor ,30,24,6,
29 Tlaxcala,001 Amaxac de guerrero,46     Comercio al por menor ,277,119,158,
29 Tlaxcala,001 Amaxac de guerrero,51     Información en medios masivos ,1,1,0,
29 Tlaxcala,001 Amaxac de guerrero,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,20,16,4,
29 Tlaxcala,001 Amaxac de guerrero,54     Servicios profesionales científicos y técnicos ,33,28,5,
29 Tlaxcala,001 Amaxac de guerrero,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,19,13,6,
29 Tlaxcala,001 Amaxac de guerrero,61     Servicios educativos ,19,1,18,
29 Tlaxcala,001 Amaxac de guerrero,62     Servicios de salud y de asistencia social ,16,3,13,
29 Tlaxcala,001 Amaxac de guerrero,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,15,6,9,
29 Tlaxcala,001 Amaxac de guerrero,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,35,9,26,
29 Tlaxcala,001 Amaxac de guerrero,81     Otros servicios excepto actividades gubernamentales ,85,63,22,
22 Querétaro,001 Amealco de bonfil,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,29,29,0,
22 Querétaro,001 Amealco de bonfil,21     Minería ,86,86,0,
22 Querétaro,001 Amealco de bonfil,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,30,25,5,
22 Querétaro,001 Amealco de bonfil,23     Construcción ,31,28,3,
22 Querétaro,001 Amealco de bonfil,31  - 33 industrias manufactureras ,1874,712,1162,
22 Querétaro,001 Amealco de bonfil,43     Comercio al por mayor ,133,100,33,
22 Querétaro,001 Amealco de bonfil,46     Comercio al por menor ,1014,488,526,
22 Querétaro,001 Amealco de bonfil,48  - 49 transportes correos y almacenamiento ,4,3,1,
22 Querétaro,001 Amealco de bonfil,51     Información en medios masivos ,4,1,3,
22 Querétaro,001 Amealco de bonfil,52     Servicios financieros y de seguros ,206,46,160,
22 Querétaro,001 Amealco de bonfil,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,27,23,4,
22 Querétaro,001 Amealco de bonfil,54     Servicios profesionales científicos y técnicos ,49,22,27,
22 Querétaro,001 Amealco de bonfil,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,43,21,22,
22 Querétaro,001 Amealco de bonfil,61     Servicios educativos ,60,9,51,
22 Querétaro,001 Amealco de bonfil,62     Servicios de salud y de asistencia social ,52,26,26,
22 Querétaro,001 Amealco de bonfil,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,11,8,3,
22 Querétaro,001 Amealco de bonfil,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,285,132,153,
22 Querétaro,001 Amealco de bonfil,81     Otros servicios excepto actividades gubernamentales ,218,157,61,
32 Zacatecas,001 Apozol,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,16,16,0,
32 Zacatecas,001 Apozol,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,7,6,1,
32 Zacatecas,001 Apozol,31  - 33 industrias manufactureras ,50,46,4,
32 Zacatecas,001 Apozol,43     Comercio al por mayor ,5,2,3,
32 Zacatecas,001 Apozol,46     Comercio al por menor ,91,39,52,
32 Zacatecas,001 Apozol,51     Información en medios masivos ,3,2,1,
32 Zacatecas,001 Apozol,61     Servicios educativos ,8,0,8,
32 Zacatecas,001 Apozol,62     Servicios de salud y de asistencia social ,1,1,0,
32 Zacatecas,001 Apozol,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,6,4,2,
32 Zacatecas,001 Apozol,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,70,30,40,
32 Zacatecas,001 Apozol,81     Otros servicios excepto actividades gubernamentales ,22,18,4,
06 Colima,001 Armería,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,389,281,108,
06 Colima,001 Armería,21     Minería ,287,268,19,
06 Colima,001 Armería,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,52,46,6,
06 Colima,001 Armería,23     Construcción ,86,79,7,
06 Colima,001 Armería,31  - 33 industrias manufactureras ,660,439,221,
06 Colima,001 Armería,43     Comercio al por mayor ,76,52,24,
06 Colima,001 Armería,46     Comercio al por menor ,1250,530,720,
06 Colima,001 Armería,48  - 49 transportes correos y almacenamiento ,97,90,7,
06 Colima,001 Armería,51     Información en medios masivos ,3,2,1,
06 Colima,001 Armería,52     Servicios financieros y de seguros ,13,2,11,
06 Colima,001 Armería,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,18,13,5,
06 Colima,001 Armería,54     Servicios profesionales científicos y técnicos ,27,11,16,
06 Colima,001 Armería,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,61,34,27,
06 Colima,001 Armería,61     Servicios educativos ,39,3,36,
06 Colima,001 Armería,62     Servicios de salud y de asistencia social ,73,28,45,
06 Colima,001 Armería,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,43,27,16,
06 Colima,001 Armería,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,782,261,521,
06 Colima,001 Armería,81     Otros servicios excepto actividades gubernamentales ,246,184,62,
27 Tabasco,001 Balancán,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,178,175,3,
27 Tabasco,001 Balancán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,68,61,7,
27 Tabasco,001 Balancán,23     Construcción ,7,7,0,
27 Tabasco,001 Balancán,31  - 33 industrias manufactureras ,486,271,215,
27 Tabasco,001 Balancán,43     Comercio al por mayor ,135,93,42,
27 Tabasco,001 Balancán,46     Comercio al por menor ,1307,742,565,
27 Tabasco,001 Balancán,48  - 49 transportes correos y almacenamiento ,121,119,2,
27 Tabasco,001 Balancán,51     Información en medios masivos ,6,2,4,
27 Tabasco,001 Balancán,52     Servicios financieros y de seguros ,7,4,3,
27 Tabasco,001 Balancán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,13,5,8,
27 Tabasco,001 Balancán,54     Servicios profesionales científicos y técnicos ,60,41,19,
27 Tabasco,001 Balancán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,54,30,24,
27 Tabasco,001 Balancán,61     Servicios educativos ,3,3,0,
27 Tabasco,001 Balancán,62     Servicios de salud y de asistencia social ,144,91,53,
27 Tabasco,001 Balancán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,16,14,2,
27 Tabasco,001 Balancán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,429,180,249,
27 Tabasco,001 Balancán,81     Otros servicios excepto actividades gubernamentales ,354,281,73,
04 Campeche,001 Calkiní,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,294,283,11,
04 Campeche,001 Calkiní,21     Minería ,10,10,0,
04 Campeche,001 Calkiní,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,38,34,4,
04 Campeche,001 Calkiní,23     Construcción ,2,2,0,
04 Campeche,001 Calkiní,31  - 33 industrias manufactureras ,3400,1508,1892,
04 Campeche,001 Calkiní,43     Comercio al por mayor ,228,178,50,
04 Campeche,001 Calkiní,46     Comercio al por menor ,2285,1056,1229,
04 Campeche,001 Calkiní,48  - 49 transportes correos y almacenamiento ,11,10,1,
04 Campeche,001 Calkiní,51     Información en medios masivos ,65,46,19,
04 Campeche,001 Calkiní,52     Servicios financieros y de seguros ,62,38,24,
04 Campeche,001 Calkiní,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,153,100,53,
04 Campeche,001 Calkiní,54     Servicios profesionales científicos y técnicos ,32,25,7,
04 Campeche,001 Calkiní,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,106,71,35,
04 Campeche,001 Calkiní,61     Servicios educativos ,20,10,10,
04 Campeche,001 Calkiní,62     Servicios de salud y de asistencia social ,214,164,50,
04 Campeche,001 Calkiní,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,57,46,11,
04 Campeche,001 Calkiní,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,649,265,384,
04 Campeche,001 Calkiní,81     Otros servicios excepto actividades gubernamentales ,400,316,84,
10 Durango,001 Canatlán,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,7,7,0,
10 Durango,001 Canatlán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,19,15,4,
10 Durango,001 Canatlán,31  - 33 industrias manufactureras ,413,373,40,
10 Durango,001 Canatlán,43     Comercio al por mayor ,250,218,32,
10 Durango,001 Canatlán,46     Comercio al por menor ,773,298,475,
10 Durango,001 Canatlán,48  - 49 transportes correos y almacenamiento ,5,5,0,
10 Durango,001 Canatlán,51     Información en medios masivos ,4,2,2,
10 Durango,001 Canatlán,52     Servicios financieros y de seguros ,16,4,12,
10 Durango,001 Canatlán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,29,19,10,
10 Durango,001 Canatlán,54     Servicios profesionales científicos y técnicos ,32,14,18,
10 Durango,001 Canatlán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,23,14,9,
10 Durango,001 Canatlán,61     Servicios educativos ,38,12,26,
10 Durango,001 Canatlán,62     Servicios de salud y de asistencia social ,110,62,48,
10 Durango,001 Canatlán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,9,6,3,
10 Durango,001 Canatlán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,197,65,132,
10 Durango,001 Canatlán,81     Otros servicios excepto actividades gubernamentales ,172,147,25,
03 Baja california sur,001 Comondú,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,3752,2816,936,
03 Baja california sur,001 Comondú,21     Minería ,51,46,5,
03 Baja california sur,001 Comondú,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,121,96,25,
03 Baja california sur,001 Comondú,23     Construcción ,46,39,7,
03 Baja california sur,001 Comondú,31  - 33 industrias manufactureras ,1781,1209,572,
03 Baja california sur,001 Comondú,43     Comercio al por mayor ,689,430,259,
03 Baja california sur,001 Comondú,46     Comercio al por menor ,3451,1713,1738,
03 Baja california sur,001 Comondú,48  - 49 transportes correos y almacenamiento ,313,281,32,
03 Baja california sur,001 Comondú,51     Información en medios masivos ,391,263,128,
03 Baja california sur,001 Comondú,52     Servicios financieros y de seguros ,44,21,23,
03 Baja california sur,001 Comondú,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,120,66,54,
03 Baja california sur,001 Comondú,54     Servicios profesionales científicos y técnicos ,146,76,70,
03 Baja california sur,001 Comondú,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,97,64,33,
03 Baja california sur,001 Comondú,61     Servicios educativos ,213,83,130,
03 Baja california sur,001 Comondú,62     Servicios de salud y de asistencia social ,288,172,116,
03 Baja california sur,001 Comondú,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,103,83,20,
03 Baja california sur,001 Comondú,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1039,404,635,
03 Baja california sur,001 Comondú,81     Otros servicios excepto actividades gubernamentales ,939,739,200,
23 Quintana roo,001 Cozumel,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,141,139,2,
23 Quintana roo,001 Cozumel,21     Minería ,305,290,15,
23 Quintana roo,001 Cozumel,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,150,128,22,
23 Quintana roo,001 Cozumel,23     Construcción ,959,883,76,
23 Quintana roo,001 Cozumel,31  - 33 industrias manufactureras ,792,576,216,
23 Quintana roo,001 Cozumel,43     Comercio al por mayor ,807,620,187,
23 Quintana roo,001 Cozumel,46     Comercio al por menor ,5573,2704,2869,
23 Quintana roo,001 Cozumel,48  - 49 transportes correos y almacenamiento ,1155,934,221,
23 Quintana roo,001 Cozumel,51     Información en medios masivos ,144,90,54,
23 Quintana roo,001 Cozumel,52     Servicios financieros y de seguros ,76,37,39,
23 Quintana roo,001 Cozumel,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,570,420,150,
23 Quintana roo,001 Cozumel,54     Servicios profesionales científicos y técnicos ,846,553,293,
23 Quintana roo,001 Cozumel,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,2296,1625,671,
23 Quintana roo,001 Cozumel,61     Servicios educativos ,598,258,340,
23 Quintana roo,001 Cozumel,62     Servicios de salud y de asistencia social ,629,282,347,
23 Quintana roo,001 Cozumel,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,200,120,80,
23 Quintana roo,001 Cozumel,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,6472,4200,2272,
23 Quintana roo,001 Cozumel,81     Otros servicios excepto actividades gubernamentales ,1071,716,355,
02 Baja california,001 Ensenada,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,2728,2465,263,
02 Baja california,001 Ensenada,21     Minería ,486,429,57,
02 Baja california,001 Ensenada,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,595,489,106,
02 Baja california,001 Ensenada,23     Construcción ,2077,1866,211,
02 Baja california,001 Ensenada,31  - 33 industrias manufactureras ,20839,10212,10627,
02 Baja california,001 Ensenada,43     Comercio al por mayor ,3779,2747,1032,
02 Baja california,001 Ensenada,46     Comercio al por menor ,21457,11363,10094,
02 Baja california,001 Ensenada,48  - 49 transportes correos y almacenamiento ,2315,2165,150,
02 Baja california,001 Ensenada,51     Información en medios masivos ,466,285,181,
02 Baja california,001 Ensenada,52     Servicios financieros y de seguros ,497,256,241,
02 Baja california,001 Ensenada,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,1291,782,509,
02 Baja california,001 Ensenada,54     Servicios profesionales científicos y técnicos ,1992,1124,868,
02 Baja california,001 Ensenada,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,1904,1251,653,
